param cU :=
CHP 3 5128 11.0
CHP 3 5129 11.0
CHP 3 5130 11.0
CHP 3 5131 11.0
CHP 3 5132 11.0
CHP 3 5133 11.0
CHP 3 5134 11.0
CHP 3 5135 11.0
CHP 3 5136 11.0
CHP 3 5137 11.0
CHP 3 5138 11.0
CHP 3 5139 11.0
CHP 3 5140 11.0
CHP 3 5141 11.0
CHP 3 5142 11.0
CHP 3 5143 11.0
CHP 3 5144 11.0
CHP 3 5145 11.0
CHP 3 5146 11.0
CHP 3 5147 11.0
CHP 3 5148 11.0
CHP 3 5149 11.0
CHP 3 5150 11.0
CHP 3 5151 11.0
CHP 3 5152 11.0
CHP 3 5153 11.0
CHP 3 5154 11.0
CHP 3 5155 11.0
CHP 3 5156 11.0
CHP 3 5157 11.0
CHP 3 5158 11.0
CHP 3 5159 11.0
CHP 3 5160 11.0
CHP 3 5161 11.0
CHP 3 5162 11.0
CHP 3 5163 11.0
CHP 3 5164 11.0
CHP 3 5165 11.0
CHP 3 5166 11.0
CHP 3 5167 11.0
CHP 3 5168 11.0
CHP 3 5169 11.0
CHP 3 5170 11.0
CHP 3 5171 11.0
CHP 3 5172 11.0
CHP 3 5173 11.0
CHP 3 5174 11.0
CHP 3 5175 11.0
CHP 3 5176 11.0
CHP 3 5177 11.0
CHP 3 5178 11.0
CHP 3 5179 11.0
CHP 3 5180 11.0
CHP 3 5181 11.0
CHP 3 5182 11.0
CHP 3 5183 11.0
CHP 3 5184 11.0
CHP 3 5185 11.0
CHP 3 5186 11.0
CHP 3 5187 11.0
CHP 3 5188 11.0
CHP 3 5189 11.0
CHP 3 5190 11.0
CHP 3 5191 11.0
CHP 3 5192 11.0
CHP 3 5193 11.0
CHP 3 5194 11.0
CHP 3 5195 11.0
CHP 3 5196 11.0
CHP 3 5197 11.0
CHP 3 5198 11.0
CHP 3 5199 11.0
CHP 3 5200 11.0
CHP 3 5201 11.0
CHP 3 5202 11.0
CHP 3 5203 11.0
CHP 3 5204 11.0
CHP 3 5205 11.0
CHP 3 5206 11.0
CHP 3 5207 11.0
CHP 3 5208 11.0
CHP 3 5209 11.0
CHP 3 5210 11.0
CHP 3 5211 11.0
CHP 3 5212 11.0
CHP 3 5213 11.0
CHP 3 5214 11.0
CHP 3 5215 11.0
CHP 3 5216 11.0
CHP 3 5217 11.0
CHP 3 5218 11.0
CHP 3 5219 11.0
CHP 3 5220 11.0
CHP 3 5221 11.0
CHP 3 5222 11.0
CHP 3 5223 11.0
CHP 3 5224 11.0
CHP 3 5225 11.0
CHP 3 5226 11.0
CHP 3 5227 11.0
CHP 3 5228 11.0
CHP 3 5229 11.0
CHP 3 5230 11.0
CHP 3 5231 11.0
CHP 3 5232 11.0
CHP 3 5233 11.0
CHP 3 5234 11.0
CHP 3 5235 11.0
CHP 3 5236 11.0
CHP 3 5237 11.0
CHP 3 5238 11.0
CHP 3 5239 11.0
CHP 3 5240 11.0
CHP 3 5241 11.0
CHP 3 5242 11.0
CHP 3 5243 11.0
CHP 3 5244 11.0
CHP 3 5245 11.0
CHP 3 5246 11.0
CHP 3 5247 11.0
CHP 3 5248 11.0
CHP 3 5249 11.0
CHP 3 5250 11.0
CHP 3 5251 11.0
CHP 3 5252 11.0
CHP 3 5253 11.0
CHP 3 5254 11.0
CHP 3 5255 11.0
CHP 3 5256 11.0
CHP 3 5257 11.0
CHP 3 5258 11.0
CHP 3 5259 11.0
CHP 3 5260 11.0
CHP 3 5261 11.0
CHP 3 5262 11.0
CHP 3 5263 11.0
CHP 3 5264 11.0
CHP 3 5265 11.0
CHP 3 5266 11.0
CHP 3 5267 11.0
CHP 3 5268 11.0
CHP 3 5269 11.0
CHP 3 5270 11.0
CHP 3 5271 11.0
CHP 3 5272 11.0
CHP 3 5273 11.0
CHP 3 5274 11.0
CHP 3 5275 11.0
CHP 3 5276 11.0
CHP 3 5277 11.0
CHP 3 5278 11.0
CHP 3 5279 11.0
CHP 3 5280 11.0
CHP 3 5281 11.0
CHP 3 5282 11.0
CHP 3 5283 11.0
CHP 3 5284 11.0
CHP 3 5285 11.0
CHP 3 5286 11.0
CHP 3 5287 11.0
CHP 3 5288 11.0
CHP 3 5289 11.0
CHP 3 5290 11.0
CHP 3 5291 11.0
CHP 3 5292 11.0
CHP 3 5293 11.0
CHP 3 5294 11.0
CHP 3 5295 11.0
CHP 3 5296 11.0
CHP 3 5297 11.0
CHP 3 5298 11.0
CHP 3 5299 11.0
CHP 3 5300 11.0
CHP 3 5301 11.0
CHP 3 5302 11.0
CHP 3 5303 11.0
CHP 3 5304 11.0
CHP 3 5305 11.0
CHP 3 5306 11.0
CHP 3 5307 11.0
CHP 3 5308 11.0
CHP 3 5309 11.0
CHP 3 5310 11.0
CHP 3 5311 11.0
CHP 3 5312 11.0
CHP 3 5313 11.0
CHP 3 5314 11.0
CHP 3 5315 11.0
CHP 3 5316 11.0
CHP 3 5317 11.0
CHP 3 5318 11.0
CHP 3 5319 11.0
CHP 3 5320 11.0
CHP 3 5321 11.0
CHP 3 5322 11.0
CHP 3 5323 11.0
CHP 3 5324 11.0
CHP 3 5325 11.0
CHP 3 5326 11.0
CHP 3 5327 11.0
CHP 3 5328 11.0
CHP 3 5329 11.0
CHP 3 5330 11.0
CHP 3 5331 11.0
CHP 3 5332 11.0
CHP 3 5333 11.0
CHP 3 5334 11.0
CHP 3 5335 11.0
CHP 3 5336 11.0
CHP 3 5337 11.0
CHP 3 5338 11.0
CHP 3 5339 11.0
CHP 3 5340 11.0
CHP 3 5341 11.0
CHP 3 5342 11.0
CHP 3 5343 11.0
CHP 3 5344 11.0
CHP 3 5345 11.0
CHP 3 5346 11.0
CHP 3 5347 11.0
CHP 3 5348 11.0
CHP 3 5349 11.0
CHP 3 5350 11.0
CHP 3 5351 11.0
CHP 3 5352 11.0
CHP 3 5353 11.0
CHP 3 5354 11.0
CHP 3 5355 11.0
CHP 3 5356 11.0
CHP 3 5357 11.0
CHP 3 5358 11.0
CHP 3 5359 11.0
CHP 3 5360 11.0
CHP 3 5361 11.0
CHP 3 5362 11.0
CHP 3 5363 11.0
CHP 3 5364 11.0
CHP 3 5365 11.0
CHP 3 5366 11.0
CHP 3 5367 11.0
CHP 3 5368 11.0
CHP 3 5369 11.0
CHP 3 5370 11.0
CHP 3 5371 11.0
CHP 3 5372 11.0
CHP 3 5373 11.0
CHP 3 5374 11.0
CHP 3 5375 11.0
CHP 3 5376 11.0
CHP 3 5377 11.0
CHP 3 5378 11.0
CHP 3 5379 11.0
CHP 3 5380 11.0
CHP 3 5381 11.0
CHP 3 5382 11.0
CHP 3 5383 11.0
CHP 3 5384 11.0
CHP 3 5385 11.0
CHP 3 5386 11.0
CHP 3 5387 11.0
CHP 3 5388 11.0
CHP 3 5389 11.0
CHP 3 5390 11.0
CHP 3 5391 11.0
CHP 3 5392 11.0
CHP 3 5393 11.0
CHP 3 5394 11.0
CHP 3 5395 11.0
CHP 3 5396 11.0
CHP 3 5397 11.0
CHP 3 5398 11.0
CHP 3 5399 11.0
CHP 3 5400 11.0
CHP 3 5401 11.0
CHP 3 5402 11.0
CHP 3 5403 11.0
CHP 3 5404 11.0
CHP 3 5405 11.0
CHP 3 5406 11.0
CHP 3 5407 11.0
CHP 3 5408 11.0
CHP 3 5409 11.0
CHP 3 5410 11.0
CHP 3 5411 11.0
CHP 3 5412 11.0
CHP 3 5413 11.0
CHP 3 5414 11.0
CHP 3 5415 11.0
CHP 3 5416 11.0
CHP 3 5417 11.0
CHP 3 5418 11.0
CHP 3 5419 11.0
CHP 3 5420 11.0
CHP 3 5421 11.0
CHP 3 5422 11.0
CHP 3 5423 11.0
CHP 3 5424 11.0
CHP 3 5425 11.0
CHP 3 5426 11.0
CHP 3 5427 11.0
CHP 3 5428 11.0
CHP 3 5429 11.0
CHP 3 5430 11.0
CHP 3 5431 11.0
CHP 3 5432 11.0
CHP 3 5433 11.0
CHP 3 5434 11.0
CHP 3 5435 11.0
CHP 3 5436 11.0
CHP 3 5437 11.0
CHP 3 5438 11.0
CHP 3 5439 11.0
CHP 3 5440 11.0
CHP 3 5441 11.0
CHP 3 5442 11.0
CHP 3 5443 11.0
CHP 3 5444 11.0
CHP 3 5445 11.0
CHP 3 5446 11.0
CHP 3 5447 11.0
CHP 3 5448 11.0
CHP 3 5449 11.0
CHP 3 5450 11.0
CHP 3 5451 11.0
CHP 3 5452 11.0
CHP 3 5453 11.0
CHP 3 5454 11.0
CHP 3 5455 11.0
CHP 3 5456 11.0
CHP 3 5457 11.0
CHP 3 5458 11.0
CHP 3 5459 11.0
CHP 3 5460 11.0
CHP 3 5461 11.0
CHP 3 5462 11.0
CHP 3 5463 11.0
CHP 3 5464 11.0
CHP 3 5465 11.0
CHP 3 5466 11.0
CHP 3 5467 11.0
CHP 3 5468 11.0
CHP 3 5469 11.0
CHP 3 5470 11.0
CHP 3 5471 11.0
CHP 3 5472 11.0
CHP 3 5473 11.0
CHP 3 5474 11.0
CHP 3 5475 11.0
CHP 3 5476 11.0
CHP 3 5477 11.0
CHP 3 5478 11.0
CHP 3 5479 11.0
CHP 3 5480 11.0
CHP 3 5481 11.0
CHP 3 5482 11.0
CHP 3 5483 11.0
CHP 3 5484 11.0
CHP 3 5485 11.0
CHP 3 5486 11.0
CHP 3 5487 11.0
CHP 3 5488 11.0
CHP 3 5489 11.0
CHP 3 5490 11.0
CHP 3 5491 11.0
CHP 3 5492 11.0
CHP 3 5493 11.0
CHP 3 5494 11.0
CHP 3 5495 11.0
CHP 3 5496 11.0
CHP 3 5497 11.0
CHP 3 5498 11.0
CHP 3 5499 11.0
CHP 3 5500 11.0
CHP 3 5501 11.0
CHP 3 5502 11.0
CHP 3 5503 11.0
CHP 3 5504 11.0
CHP 3 5505 11.0
CHP 3 5506 11.0
CHP 3 5507 11.0
CHP 3 5508 11.0
CHP 3 5509 11.0
CHP 3 5510 11.0
CHP 3 5511 11.0
CHP 3 5512 11.0
CHP 3 5513 11.0
CHP 3 5514 11.0
CHP 3 5515 11.0
CHP 3 5516 11.0
CHP 3 5517 11.0
CHP 3 5518 11.0
CHP 3 5519 11.0
CHP 3 5520 11.0
CHP 3 5521 11.0
CHP 3 5522 11.0
CHP 3 5523 11.0
CHP 3 5524 11.0
CHP 3 5525 11.0
CHP 3 5526 11.0
CHP 3 5527 11.0
CHP 3 5528 11.0
CHP 3 5529 11.0
CHP 3 5530 11.0
CHP 3 5531 11.0
CHP 3 5532 11.0
CHP 3 5533 11.0
CHP 3 5534 11.0
CHP 3 5535 11.0
CHP 3 5536 11.0
CHP 3 5537 11.0
CHP 3 5538 11.0
CHP 3 5539 11.0
CHP 3 5540 11.0
CHP 3 5541 11.0
CHP 3 5542 11.0
CHP 3 5543 11.0
CHP 3 5544 11.0
CHP 3 5545 11.0
CHP 3 5546 11.0
CHP 3 5547 11.0
CHP 3 5548 11.0
CHP 3 5549 11.0
CHP 3 5550 11.0
CHP 3 5551 11.0
CHP 3 5552 11.0
CHP 3 5553 11.0
CHP 3 5554 11.0
CHP 3 5555 11.0
CHP 3 5556 11.0
CHP 3 5557 11.0
CHP 3 5558 11.0
CHP 3 5559 11.0
CHP 3 5560 11.0
CHP 3 5561 11.0
CHP 3 5562 11.0
CHP 3 5563 11.0
CHP 3 5564 11.0
CHP 3 5565 11.0
CHP 3 5566 11.0
CHP 3 5567 11.0
CHP 3 5568 11.0
CHP 3 5569 11.0
CHP 3 5570 11.0
CHP 3 5571 11.0
CHP 3 5572 11.0
CHP 3 5573 11.0
CHP 3 5574 11.0
CHP 3 5575 11.0
CHP 3 5576 11.0
CHP 3 5577 11.0
CHP 3 5578 11.0
CHP 3 5579 11.0
CHP 3 5580 11.0
CHP 3 5581 11.0
CHP 3 5582 11.0
CHP 3 5583 11.0
CHP 3 5584 11.0
CHP 3 5585 11.0
CHP 3 5586 11.0
CHP 3 5587 11.0
CHP 3 5588 11.0
CHP 3 5589 11.0
CHP 3 5590 11.0
CHP 3 5591 11.0
CHP 3 5592 11.0
CHP 3 5593 11.0
CHP 3 5594 11.0
CHP 3 5595 11.0
CHP 3 5596 11.0
CHP 3 5597 11.0
CHP 3 5598 11.0
CHP 3 5599 11.0
CHP 3 5600 11.0
CHP 3 5601 11.0
CHP 3 5602 11.0
CHP 3 5603 11.0
CHP 3 5604 11.0
CHP 3 5605 11.0
CHP 3 5606 11.0
CHP 3 5607 11.0
CHP 3 5608 11.0
CHP 3 5609 11.0
CHP 3 5610 11.0
CHP 3 5611 11.0
CHP 3 5612 11.0
CHP 3 5613 11.0
CHP 3 5614 11.0
CHP 3 5615 11.0
CHP 3 5616 11.0
CHP 3 5617 11.0
CHP 3 5618 11.0
CHP 3 5619 11.0
CHP 3 5620 11.0
CHP 3 5621 11.0
CHP 3 5622 11.0
CHP 3 5623 11.0
CHP 3 5624 11.0
CHP 3 5625 11.0
CHP 3 5626 11.0
CHP 3 5627 11.0
CHP 3 5628 11.0
CHP 3 5629 11.0
CHP 3 5630 11.0
CHP 3 5631 11.0
CHP 3 5632 11.0
CHP 3 5633 11.0
CHP 3 5634 11.0
CHP 3 5635 11.0
CHP 3 5636 11.0
CHP 3 5637 11.0
CHP 3 5638 11.0
CHP 3 5639 11.0
CHP 3 5640 11.0
CHP 3 5641 11.0
CHP 3 5642 11.0
CHP 3 5643 11.0
CHP 3 5644 11.0
CHP 3 5645 11.0
CHP 3 5646 11.0
CHP 3 5647 11.0
CHP 3 5648 11.0
CHP 3 5649 11.0
CHP 3 5650 11.0
CHP 3 5651 11.0
CHP 3 5652 11.0
CHP 3 5653 11.0
CHP 3 5654 11.0
CHP 3 5655 11.0
CHP 3 5656 11.0
CHP 3 5657 11.0
CHP 3 5658 11.0
CHP 3 5659 11.0
CHP 3 5660 11.0
CHP 3 5661 11.0
CHP 3 5662 11.0
CHP 3 5663 11.0
CHP 3 5664 11.0
CHP 3 5665 11.0
CHP 3 5666 11.0
CHP 3 5667 11.0
CHP 3 5668 11.0
CHP 3 5669 11.0
CHP 3 5670 11.0
CHP 3 5671 11.0
CHP 3 5672 11.0
CHP 3 5673 11.0
CHP 3 5674 11.0
CHP 3 5675 11.0
CHP 3 5676 11.0
CHP 3 5677 11.0
CHP 3 5678 11.0
CHP 3 5679 11.0
CHP 3 5680 11.0
CHP 3 5681 11.0
CHP 3 5682 11.0
CHP 3 5683 11.0
CHP 3 5684 11.0
CHP 3 5685 11.0
CHP 3 5686 11.0
CHP 3 5687 11.0
CHP 3 5688 11.0
CHP 3 5689 11.0
CHP 3 5690 11.0
CHP 3 5691 11.0
CHP 3 5692 11.0
CHP 3 5693 11.0
CHP 3 5694 11.0
CHP 3 5695 11.0
CHP 3 5696 11.0
CHP 3 5697 11.0
CHP 3 5698 11.0
CHP 3 5699 11.0
CHP 3 5700 11.0
CHP 3 5701 11.0
CHP 3 5702 11.0
CHP 3 5703 11.0
CHP 3 5704 11.0
CHP 3 5705 11.0
CHP 3 5706 11.0
CHP 3 5707 11.0
CHP 3 5708 11.0
CHP 3 5709 11.0
CHP 3 5710 11.0
CHP 3 5711 11.0
CHP 3 5712 11.0
CHP 3 5713 11.0
CHP 3 5714 11.0
CHP 3 5715 11.0
CHP 3 5716 11.0
CHP 3 5717 11.0
CHP 3 5718 11.0
CHP 3 5719 11.0
CHP 3 5720 11.0
CHP 3 5721 11.0
CHP 3 5722 11.0
CHP 3 5723 11.0
CHP 3 5724 11.0
CHP 3 5725 11.0
CHP 3 5726 11.0
CHP 3 5727 11.0
CHP 3 5728 11.0
CHP 3 5729 11.0
CHP 3 5730 11.0
CHP 3 5731 11.0
CHP 3 5732 11.0
CHP 3 5733 11.0
CHP 3 5734 11.0
CHP 3 5735 11.0
CHP 3 5736 11.0
CHP 3 5737 11.0
CHP 3 5738 11.0
CHP 3 5739 11.0
CHP 3 5740 11.0
CHP 3 5741 11.0
CHP 3 5742 11.0
CHP 3 5743 11.0
CHP 3 5744 11.0
CHP 3 5745 11.0
CHP 3 5746 11.0
CHP 3 5747 11.0
CHP 3 5748 11.0
CHP 3 5749 11.0
CHP 3 5750 11.0
CHP 3 5751 11.0
CHP 3 5752 11.0
CHP 3 5753 11.0
CHP 3 5754 11.0
CHP 3 5755 11.0
CHP 3 5756 11.0
CHP 3 5757 11.0
CHP 3 5758 11.0
CHP 3 5759 11.0
CHP 3 5760 11.0
CHP 3 5761 11.0
CHP 3 5762 11.0
CHP 3 5763 11.0
CHP 3 5764 11.0
CHP 3 5765 11.0
CHP 3 5766 11.0
CHP 3 5767 11.0
CHP 3 5768 11.0
CHP 3 5769 11.0
CHP 3 5770 11.0
CHP 3 5771 11.0
CHP 3 5772 11.0
CHP 3 5773 11.0
CHP 3 5774 11.0
CHP 3 5775 11.0
CHP 3 5776 11.0
CHP 3 5777 11.0
CHP 3 5778 11.0
CHP 3 5779 11.0
CHP 3 5780 11.0
CHP 3 5781 11.0
CHP 3 5782 11.0
CHP 3 5783 11.0
CHP 3 5784 11.0
CHP 3 5785 11.0
CHP 3 5786 11.0
CHP 3 5787 11.0
CHP 3 5788 11.0
CHP 3 5789 11.0
CHP 3 5790 11.0
CHP 3 5791 11.0
CHP 3 5792 11.0
CHP 3 5793 11.0
CHP 3 5794 11.0
CHP 3 5795 11.0
CHP 3 5796 11.0
CHP 3 5797 11.0
CHP 3 5798 11.0
CHP 3 5799 11.0
CHP 3 5800 11.0
CHP 3 5801 11.0
CHP 3 5802 11.0
CHP 3 5803 11.0
CHP 3 5804 11.0
CHP 3 5805 11.0
CHP 3 5806 11.0
CHP 3 5807 11.0
CHP 3 5808 11.0
CHP 3 5809 11.0
CHP 3 5810 11.0
CHP 3 5811 11.0
CHP 3 5812 11.0
CHP 3 5813 11.0
CHP 3 5814 11.0
CHP 3 5815 11.0
CHP 3 5816 11.0
CHP 3 5817 11.0
CHP 3 5818 11.0
CHP 3 5819 11.0
CHP 3 5820 11.0
CHP 3 5821 11.0
CHP 3 5822 11.0
CHP 3 5823 11.0
CHP 3 5824 11.0
CHP 3 5825 11.0
CHP 3 5826 11.0
CHP 3 5827 11.0
CHP 3 5828 11.0
CHP 3 5829 11.0
CHP 3 5830 11.0
CHP 3 5831 11.0
CHP 3 5832 11.0
CHP 3 5833 11.0
CHP 3 5834 11.0
CHP 3 5835 11.0
CHP 3 5836 11.0
CHP 3 5837 11.0
CHP 3 5838 11.0
CHP 3 5839 11.0
CHP 3 5840 11.0
CHP 3 5841 11.0
CHP 3 5842 11.0
CHP 3 5843 11.0
CHP 3 5844 11.0
CHP 3 5845 11.0
CHP 3 5846 11.0
CHP 3 5847 11.0
CHP 3 5848 11.0
CHP 3 5849 11.0
CHP 3 5850 11.0
CHP 3 5851 11.0
CHP 3 5852 11.0
CHP 3 5853 11.0
CHP 3 5854 11.0
CHP 3 5855 11.0
CHP 3 5856 11.0
CHP 3 5857 11.0
CHP 3 5858 11.0
CHP 3 5859 11.0
CHP 3 5860 11.0
CHP 3 5861 11.0
CHP 3 5862 11.0
CHP 3 5863 11.0
CHP 3 5864 11.0
CHP 3 5865 11.0
CHP 3 5866 11.0
CHP 3 5867 11.0
CHP 3 5868 11.0
CHP 3 5869 11.0
CHP 3 5870 11.0
CHP 3 5871 11.0
CHP 3 5872 11.0
CHP 3 5873 11.0
CHP 3 5874 11.0
CHP 3 5875 11.0
CHP 3 5876 11.0
CHP 3 5877 11.0
CHP 3 5878 11.0
CHP 3 5879 11.0
CHP 3 5880 11.0
CHP 3 5881 11.0
CHP 3 5882 11.0
CHP 3 5883 11.0
CHP 3 5884 11.0
CHP 3 5885 11.0
CHP 3 5886 11.0
CHP 3 5887 11.0
CHP 3 5888 11.0
CHP 3 5889 11.0
CHP 3 5890 11.0
CHP 3 5891 11.0
CHP 3 5892 11.0
CHP 3 5893 11.0
CHP 3 5894 11.0
CHP 3 5895 11.0
CHP 3 5896 11.0
CHP 3 5897 11.0
CHP 3 5898 11.0
CHP 3 5899 11.0
CHP 3 5900 11.0
CHP 3 5901 11.0
CHP 3 5902 11.0
CHP 3 5903 11.0
CHP 3 5904 11.0
CHP 3 5905 11.0
CHP 3 5906 11.0
CHP 3 5907 11.0
CHP 3 5908 11.0
CHP 3 5909 11.0
CHP 3 5910 11.0
CHP 3 5911 11.0
CHP 3 5912 11.0
CHP 3 5913 11.0
CHP 3 5914 11.0
CHP 3 5915 11.0
CHP 3 5916 11.0
CHP 3 5917 11.0
CHP 3 5918 11.0
CHP 3 5919 11.0
CHP 3 5920 11.0
CHP 3 5921 11.0
CHP 3 5922 11.0
CHP 3 5923 11.0
CHP 3 5924 11.0
CHP 3 5925 11.0
CHP 3 5926 11.0
CHP 3 5927 11.0
CHP 3 5928 11.0
CHP 3 5929 11.0
CHP 3 5930 11.0
CHP 3 5931 11.0
CHP 3 5932 11.0
CHP 3 5933 11.0
CHP 3 5934 11.0
CHP 3 5935 11.0
CHP 3 5936 11.0
CHP 3 5937 11.0
CHP 3 5938 11.0
CHP 3 5939 11.0
CHP 3 5940 11.0
CHP 3 5941 11.0
CHP 3 5942 11.0
CHP 3 5943 11.0
CHP 3 5944 11.0
CHP 3 5945 11.0
CHP 3 5946 11.0
CHP 3 5947 11.0
CHP 3 5948 11.0
CHP 3 5949 11.0
CHP 3 5950 11.0
CHP 3 5951 11.0
CHP 3 5952 11.0
CHP 3 5953 11.0
CHP 3 5954 11.0
CHP 3 5955 11.0
CHP 3 5956 11.0
CHP 3 5957 11.0
CHP 3 5958 11.0
CHP 3 5959 11.0
CHP 3 5960 11.0
CHP 3 5961 11.0
CHP 3 5962 11.0
CHP 3 5963 11.0
CHP 3 5964 11.0
CHP 3 5965 11.0
CHP 3 5966 11.0
CHP 3 5967 11.0
CHP 3 5968 11.0
CHP 3 5969 11.0
CHP 3 5970 11.0
CHP 3 5971 11.0
CHP 3 5972 11.0
CHP 3 5973 11.0
CHP 3 5974 11.0
CHP 3 5975 11.0
CHP 3 5976 11.0
CHP 3 5977 11.0
CHP 3 5978 11.0
CHP 3 5979 11.0
CHP 3 5980 11.0
CHP 3 5981 11.0
CHP 3 5982 11.0
CHP 3 5983 11.0
CHP 3 5984 11.0
CHP 3 5985 11.0
CHP 3 5986 11.0
CHP 3 5987 11.0
CHP 3 5988 11.0
CHP 3 5989 11.0
CHP 3 5990 11.0
CHP 3 5991 11.0
CHP 3 5992 11.0
CHP 3 5993 11.0
CHP 3 5994 11.0
CHP 3 5995 11.0
CHP 3 5996 11.0
CHP 3 5997 11.0
CHP 3 5998 11.0
CHP 3 5999 11.0
CHP 3 6000 11.0
CHP 3 6001 11.0
CHP 3 6002 11.0
CHP 3 6003 11.0
CHP 3 6004 11.0
CHP 3 6005 11.0
CHP 3 6006 11.0
CHP 3 6007 11.0
CHP 3 6008 11.0
CHP 3 6009 11.0
CHP 3 6010 11.0
CHP 3 6011 11.0
CHP 3 6012 11.0
CHP 3 6013 11.0
CHP 3 6014 11.0
CHP 3 6015 11.0
CHP 3 6016 11.0
CHP 3 6017 11.0
CHP 3 6018 11.0
CHP 3 6019 11.0
CHP 3 6020 11.0
CHP 3 6021 11.0
CHP 3 6022 11.0
CHP 3 6023 11.0
CHP 3 6024 11.0
CHP 3 6025 11.0
CHP 3 6026 11.0
CHP 3 6027 11.0
CHP 3 6028 11.0
CHP 3 6029 11.0
CHP 3 6030 11.0
CHP 3 6031 11.0
CHP 3 6032 11.0
CHP 3 6033 11.0
CHP 3 6034 11.0
CHP 3 6035 11.0
CHP 3 6036 11.0
CHP 3 6037 11.0
CHP 3 6038 11.0
CHP 3 6039 11.0
CHP 3 6040 11.0
CHP 3 6041 11.0
CHP 3 6042 11.0
CHP 3 6043 11.0
CHP 3 6044 11.0
CHP 3 6045 11.0
CHP 3 6046 11.0
CHP 3 6047 11.0
CHP 3 6048 11.0
CHP 3 6049 11.0
CHP 3 6050 11.0
CHP 3 6051 11.0
CHP 3 6052 11.0
CHP 3 6053 11.0
CHP 3 6054 11.0
CHP 3 6055 11.0
CHP 3 6056 11.0
CHP 3 6057 11.0
CHP 3 6058 11.0
CHP 3 6059 11.0
CHP 3 6060 11.0
CHP 3 6061 11.0
CHP 3 6062 11.0
CHP 3 6063 11.0
CHP 3 6064 11.0
CHP 3 6065 11.0
CHP 3 6066 11.0
CHP 3 6067 11.0
CHP 3 6068 11.0
CHP 3 6069 11.0
CHP 3 6070 11.0
CHP 3 6071 11.0
CHP 3 6072 11.0
CHP 3 6073 11.0
CHP 3 6074 11.0
CHP 3 6075 11.0
CHP 3 6076 11.0
CHP 3 6077 11.0
CHP 3 6078 11.0
CHP 3 6079 11.0
CHP 3 6080 11.0
CHP 3 6081 11.0
CHP 3 6082 11.0
CHP 3 6083 11.0
CHP 3 6084 11.0
CHP 3 6085 11.0
CHP 3 6086 11.0
CHP 3 6087 11.0
CHP 3 6088 11.0
CHP 3 6089 11.0
CHP 3 6090 11.0
CHP 3 6091 11.0
CHP 3 6092 11.0
CHP 3 6093 11.0
CHP 3 6094 11.0
CHP 3 6095 11.0
CHP 3 6096 11.0
CHP 3 6097 11.0
CHP 3 6098 11.0
CHP 3 6099 11.0
CHP 3 6100 11.0
CHP 3 6101 11.0
CHP 3 6102 11.0
CHP 3 6103 11.0
CHP 3 6104 11.0
CHP 3 6105 11.0
CHP 3 6106 11.0
CHP 3 6107 11.0
CHP 3 6108 11.0
CHP 3 6109 11.0
CHP 3 6110 11.0
CHP 3 6111 11.0
CHP 3 6112 11.0
CHP 3 6113 11.0
CHP 3 6114 11.0
CHP 3 6115 11.0
CHP 3 6116 11.0
CHP 3 6117 11.0
CHP 3 6118 11.0
CHP 3 6119 11.0
CHP 3 6120 11.0
CHP 3 6121 11.0
CHP 3 6122 11.0
CHP 3 6123 11.0
CHP 3 6124 11.0
CHP 3 6125 11.0
CHP 3 6126 11.0
CHP 3 6127 11.0
CHP 3 6128 11.0
CHP 3 6129 11.0
CHP 3 6130 11.0
CHP 3 6131 11.0
CHP 3 6132 11.0
CHP 3 6133 11.0
CHP 3 6134 11.0
CHP 3 6135 11.0
CHP 3 6136 11.0
CHP 3 6137 11.0
CHP 3 6138 11.0
CHP 3 6139 11.0
CHP 3 6140 11.0
CHP 3 6141 11.0
CHP 3 6142 11.0
CHP 3 6143 11.0
CHP 3 6144 11.0
CHP 3 6145 11.0
CHP 3 6146 11.0
CHP 3 6147 11.0
CHP 3 6148 11.0
CHP 3 6149 11.0
CHP 3 6150 11.0
CHP 3 6151 11.0
CHP 3 6152 11.0
CHP 3 6153 11.0
CHP 3 6154 11.0
CHP 3 6155 11.0
CHP 3 6156 11.0
CHP 3 6157 11.0
CHP 3 6158 11.0
CHP 3 6159 11.0
CHP 3 6160 11.0
CHP 3 6161 11.0
CHP 3 6162 11.0
CHP 3 6163 11.0
CHP 3 6164 11.0
CHP 3 6165 11.0
CHP 3 6166 11.0
CHP 3 6167 11.0
CHP 3 6168 11.0
CHP 3 6169 11.0
CHP 3 6170 11.0
CHP 3 6171 11.0
CHP 3 6172 11.0
CHP 3 6173 11.0
CHP 3 6174 11.0
CHP 3 6175 11.0
CHP 3 6176 11.0
CHP 3 6177 11.0
CHP 3 6178 11.0
CHP 3 6179 11.0
CHP 3 6180 11.0
CHP 3 6181 11.0
CHP 3 6182 11.0
CHP 3 6183 11.0
CHP 3 6184 11.0
CHP 3 6185 11.0
CHP 3 6186 11.0
CHP 3 6187 11.0
CHP 3 6188 11.0
CHP 3 6189 11.0
CHP 3 6190 11.0
CHP 3 6191 11.0
CHP 3 6192 11.0
CHP 3 6193 11.0
CHP 3 6194 11.0
CHP 3 6195 11.0
CHP 3 6196 11.0
CHP 3 6197 11.0
CHP 3 6198 11.0
CHP 3 6199 11.0
CHP 3 6200 11.0
CHP 3 6201 11.0
CHP 3 6202 11.0
CHP 3 6203 11.0
