param fP :=
CHP 1S 6241 1.0
CHP 1S 6242 1.0
CHP 1S 6243 1.0
CHP 1S 6244 1.0
CHP 1S 6245 1.0
CHP 1S 6246 1.0
CHP 1S 6247 1.0
CHP 1S 6248 1.0
CHP 1S 6249 1.0
CHP 1S 6250 1.0
CHP 1S 6251 1.0
CHP 1S 6252 1.0
CHP 1S 6253 1.0
CHP 1S 6254 1.0
CHP 1S 6255 1.0
CHP 1S 6256 1.0
CHP 1S 6257 1.0
CHP 1S 6258 1.0
CHP 1S 6259 1.0
CHP 1S 6260 1.0
CHP 1S 6261 1.0
CHP 1S 6262 1.0
CHP 1S 6263 1.0
CHP 1S 6264 1.0
CHP 1S 6265 1.0
CHP 1S 6266 1.0
CHP 1S 6267 1.0
CHP 1S 6268 1.0
CHP 1S 6269 1.0
CHP 1S 6270 1.0
CHP 1S 6271 1.0
CHP 1S 6272 1.0
CHP 1S 6273 1.0
CHP 1S 6274 1.0
CHP 1S 6275 1.0
CHP 1S 6276 1.0
CHP 1S 6277 1.0
CHP 1S 6278 1.0
CHP 1S 6279 1.0
CHP 1S 6280 1.0
CHP 1S 6281 1.0
CHP 1S 6282 1.0
CHP 1S 6283 1.0
CHP 1S 6284 1.0
CHP 1S 6285 1.0
CHP 1S 6286 1.0
CHP 1S 6287 1.0
CHP 1S 6288 1.0
CHP 1S 6289 1.0
CHP 1S 6290 1.0
CHP 1S 6291 1.0
CHP 1S 6292 1.0
CHP 1S 6293 1.0
CHP 1S 6294 1.0
CHP 1S 6295 1.0
CHP 1S 6296 1.0
CHP 1S 6297 1.0
CHP 1S 6298 1.0
CHP 1S 6299 1.0
CHP 1S 6300 1.0
CHP 1S 6301 1.0
CHP 1S 6302 1.0
CHP 1S 6303 1.0
CHP 1S 6304 1.0
CHP 1S 6305 1.0
CHP 1S 6306 1.0
CHP 1S 6307 1.0
CHP 1S 6308 1.0
CHP 1S 6309 1.0
CHP 1S 6310 1.0
CHP 1S 6311 1.0
CHP 1S 6312 1.0
CHP 1S 6313 1.0
CHP 1S 6314 1.0
CHP 1S 6315 1.0
CHP 1S 6316 1.0
CHP 1S 6317 1.0
CHP 1S 6318 1.0
CHP 1S 6319 1.0
CHP 1S 6320 1.0
CHP 1S 6321 1.0
CHP 1S 6322 1.0
CHP 1S 6323 1.0
CHP 1S 6324 1.0
CHP 1S 6325 1.0
CHP 1S 6326 1.0
CHP 1S 6327 1.0
CHP 1S 6328 1.0
CHP 1S 6329 1.0
CHP 1S 6330 1.0
CHP 1S 6331 1.0
CHP 1S 6332 1.0
CHP 1S 6333 1.0
CHP 1S 6334 1.0
CHP 1S 6335 1.0
CHP 1S 6336 1.0
CHP 1S 6337 1.0
CHP 1S 6338 1.0
CHP 1S 6339 1.0
CHP 1S 6340 1.0
CHP 1S 6341 1.0
CHP 1S 6342 1.0
CHP 1S 6343 1.0
CHP 1S 6344 1.0
CHP 1S 6345 1.0
CHP 1S 6346 1.0
CHP 1S 6347 1.0
CHP 1S 6348 1.0
CHP 1S 6349 1.0
CHP 1S 6350 1.0
CHP 1S 6351 1.0
CHP 1S 6352 1.0
CHP 1S 6353 1.0
CHP 1S 6354 1.0
CHP 1S 6355 1.0
CHP 1S 6356 1.0
CHP 1S 6357 1.0
CHP 1S 6358 1.0
CHP 1S 6359 1.0
CHP 1S 6360 1.0
CHP 1S 6361 1.0
CHP 1S 6362 1.0
CHP 1S 6363 1.0
CHP 1S 6364 1.0
CHP 1S 6365 1.0
CHP 1S 6366 1.0
CHP 1S 6367 1.0
CHP 1S 6368 1.0
CHP 1S 6369 1.0
CHP 1S 6370 1.0
CHP 1S 6371 1.0
CHP 1S 6372 1.0
CHP 1S 6373 1.0
CHP 1S 6374 1.0
CHP 1S 6375 1.0
CHP 1S 6376 1.0
CHP 1S 6377 1.0
CHP 1S 6378 1.0
CHP 1S 6379 1.0
CHP 1S 6380 1.0
CHP 1S 6381 1.0
CHP 1S 6382 1.0
CHP 1S 6383 1.0
CHP 1S 6384 1.0
CHP 1S 6385 1.0
CHP 1S 6386 1.0
CHP 1S 6387 1.0
CHP 1S 6388 1.0
CHP 1S 6389 1.0
CHP 1S 6390 1.0
CHP 1S 6391 1.0
CHP 1S 6392 1.0
CHP 1S 6393 1.0
CHP 1S 6394 1.0
CHP 1S 6395 1.0
CHP 1S 6396 1.0
CHP 1S 6397 1.0
CHP 1S 6398 1.0
CHP 1S 6399 1.0
CHP 1S 6400 1.0
CHP 1S 6401 1.0
CHP 1S 6402 1.0
CHP 1S 6403 1.0
CHP 1S 6404 1.0
CHP 1S 6405 1.0
CHP 1S 6406 1.0
CHP 1S 6407 1.0
CHP 1S 6408 1.0
CHP 1S 6409 1.0
CHP 1S 6410 1.0
CHP 1S 6411 1.0
CHP 1S 6412 1.0
CHP 1S 6413 1.0
CHP 1S 6414 1.0
CHP 1S 6415 1.0
CHP 1S 6416 1.0
CHP 1S 6417 1.0
CHP 1S 6418 1.0
CHP 1S 6419 1.0
CHP 1S 6420 1.0
CHP 1S 6421 1.0
CHP 1S 6422 1.0
CHP 1S 6423 1.0
CHP 1S 6424 1.0
CHP 1S 6425 1.0
CHP 1S 6426 1.0
CHP 1S 6427 1.0
CHP 1S 6428 1.0
CHP 1S 6429 1.0
CHP 1S 6430 1.0
CHP 1S 6431 1.0
CHP 1S 6432 1.0
CHP 1S 6433 1.0
CHP 1S 6434 1.0
CHP 1S 6435 1.0
CHP 1S 6436 1.0
CHP 1S 6437 1.0
CHP 1S 6438 1.0
CHP 1S 6439 1.0
CHP 1S 6440 1.0
CHP 1S 6441 1.0
CHP 1S 6442 1.0
CHP 1S 6443 1.0
CHP 1S 6444 1.0
CHP 1S 6445 1.0
CHP 1S 6446 1.0
CHP 1S 6447 1.0
CHP 1S 6448 1.0
CHP 1S 6449 1.0
CHP 1S 6450 1.0
CHP 1S 6451 1.0
CHP 1S 6452 1.0
CHP 1S 6453 1.0
CHP 1S 6454 1.0
CHP 1S 6455 1.0
CHP 1S 6456 1.0
CHP 1S 6457 1.0
CHP 1S 6458 1.0
CHP 1S 6459 1.0
CHP 1S 6460 1.0
CHP 1S 6461 1.0
CHP 1S 6462 1.0
CHP 1S 6463 1.0
CHP 1S 6464 1.0
CHP 1S 6465 1.0
CHP 1S 6466 1.0
CHP 1S 6467 1.0
CHP 1S 6468 1.0
CHP 1S 6469 1.0
CHP 1S 6470 1.0
CHP 1S 6471 1.0
CHP 1S 6472 1.0
CHP 1S 6473 1.0
CHP 1S 6474 1.0
CHP 1S 6475 1.0
CHP 1S 6476 1.0
CHP 1S 6477 1.0
CHP 1S 6478 1.0
CHP 1S 6479 1.0
CHP 1S 6480 1.0
CHP 1S 6481 1.0
CHP 1S 6482 1.0
CHP 1S 6483 1.0
CHP 1S 6484 1.0
CHP 1S 6485 1.0
CHP 1S 6486 1.0
CHP 1S 6487 1.0
CHP 1S 6488 1.0
CHP 1S 6489 1.0
CHP 1S 6490 1.0
CHP 1S 6491 1.0
CHP 1S 6492 1.0
CHP 1S 6493 1.0
CHP 1S 6494 1.0
CHP 1S 6495 1.0
CHP 1S 6496 1.0
CHP 1S 6497 1.0
CHP 1S 6498 1.0
CHP 1S 6499 1.0
CHP 1S 6500 1.0
CHP 1S 6501 1.0
CHP 1S 6502 1.0
CHP 1S 6503 1.0
CHP 1S 6504 1.0
CHP 1S 6505 1.0
CHP 1S 6506 1.0
CHP 1S 6507 1.0
CHP 1S 6508 1.0
CHP 1S 6509 1.0
CHP 1S 6510 1.0
CHP 1S 6511 1.0
CHP 1S 6512 1.0
CHP 1S 6513 1.0
CHP 1S 6514 1.0
CHP 1S 6515 1.0
CHP 1S 6516 1.0
CHP 1S 6517 1.0
CHP 1S 6518 1.0
CHP 1S 6519 1.0
CHP 1S 6520 1.0
CHP 1S 6521 1.0
CHP 1S 6522 1.0
CHP 1S 6523 1.0
CHP 1S 6524 1.0
CHP 1S 6525 1.0
CHP 1S 6526 1.0
CHP 1S 6527 1.0
CHP 1S 6528 1.0
CHP 1S 6529 1.0
CHP 1S 6530 1.0
CHP 1S 6531 1.0
CHP 1S 6532 1.0
CHP 1S 6533 1.0
CHP 1S 6534 1.0
CHP 1S 6535 1.0
CHP 1S 6536 1.0
CHP 1S 6537 1.0
CHP 1S 6538 1.0
CHP 1S 6539 1.0
CHP 1S 6540 1.0
CHP 1S 6541 1.0
CHP 1S 6542 1.0
CHP 1S 6543 1.0
CHP 1S 6544 1.0
CHP 1S 6545 1.0
CHP 1S 6546 1.0
CHP 1S 6547 1.0
CHP 1S 6548 1.0
CHP 1S 6549 1.0
CHP 1S 6550 1.0
CHP 1S 6551 1.0
CHP 1S 6552 1.0
CHP 1S 6553 1.0
CHP 1S 6554 1.0
CHP 1S 6555 1.0
CHP 1S 6556 1.0
CHP 1S 6557 1.0
CHP 1S 6558 1.0
CHP 1S 6559 1.0
CHP 1S 6560 1.0
CHP 1S 6561 1.0
CHP 1S 6562 1.0
CHP 1S 6563 1.0
CHP 1S 6564 1.0
CHP 1S 6565 1.0
CHP 1S 6566 1.0
CHP 1S 6567 1.0
CHP 1S 6568 1.0
CHP 1S 6569 1.0
CHP 1S 6570 1.0
CHP 1S 6571 1.0
CHP 1S 6572 1.0
CHP 1S 6573 1.0
CHP 1S 6574 1.0
CHP 1S 6575 1.0
CHP 1S 6576 1.0
CHP 1S 6577 1.0
CHP 1S 6578 1.0
CHP 1S 6579 1.0
CHP 1S 6580 1.0
CHP 1S 6581 1.0
CHP 1S 6582 1.0
CHP 1S 6583 1.0
CHP 1S 6584 1.0
CHP 1S 6585 1.0
CHP 1S 6586 1.0
CHP 1S 6587 1.0
CHP 1S 6588 1.0
CHP 1S 6589 1.0
CHP 1S 6590 1.0
CHP 1S 6591 1.0
CHP 1S 6592 1.0
CHP 1S 6593 1.0
CHP 1S 6594 1.0
CHP 1S 6595 1.0
CHP 1S 6596 1.0
CHP 1S 6597 1.0
CHP 1S 6598 1.0
CHP 1S 6599 1.0
CHP 1S 6600 1.0
CHP 1S 6601 1.0
CHP 1S 6602 1.0
CHP 1S 6603 1.0
CHP 1S 6604 1.0
CHP 1S 6605 1.0
CHP 1S 6606 1.0
CHP 1S 6607 1.0
CHP 1S 6608 1.0
CHP 1S 6609 1.0
CHP 1S 6610 1.0
CHP 1S 6611 1.0
CHP 1S 6612 1.0
CHP 1S 6613 1.0
CHP 1S 6614 1.0
CHP 1S 6615 1.0
CHP 1S 6616 1.0
CHP 1S 6617 1.0
CHP 1S 6618 1.0
CHP 1S 6619 1.0
CHP 1S 6620 1.0
CHP 1S 6621 1.0
CHP 1S 6622 1.0
CHP 1S 6623 1.0
CHP 1S 6624 1.0
CHP 1S 6625 1.0
CHP 1S 6626 1.0
CHP 1S 6627 1.0
CHP 1S 6628 1.0
CHP 1S 6629 1.0
CHP 1S 6630 1.0
CHP 1S 6631 1.0
CHP 1S 6632 1.0
CHP 1S 6633 1.0
CHP 1S 6634 1.0
CHP 1S 6635 1.0
CHP 1S 6636 1.0
CHP 1S 6637 1.0
CHP 1S 6638 1.0
CHP 1S 6639 1.0
CHP 1S 6640 1.0
CHP 1S 6641 1.0
CHP 1S 6642 1.0
CHP 1S 6643 1.0
CHP 1S 6644 1.0
CHP 1S 6645 1.0
CHP 1S 6646 1.0
CHP 1S 6647 1.0
CHP 1S 6648 1.0
CHP 1S 6649 1.0
CHP 1S 6650 1.0
CHP 1S 6651 1.0
CHP 1S 6652 1.0
CHP 1S 6653 1.0
CHP 1S 6654 1.0
CHP 1S 6655 1.0
CHP 1S 6656 1.0
CHP 1S 6657 1.0
CHP 1S 6658 1.0
CHP 1S 6659 1.0
CHP 1S 6660 1.0
CHP 1S 6661 1.0
CHP 1S 6662 1.0
CHP 1S 6663 1.0
CHP 1S 6664 1.0
CHP 1S 6665 1.0
CHP 1S 6666 1.0
CHP 1S 6667 1.0
CHP 1S 6668 1.0
CHP 1S 6669 1.0
CHP 1S 6670 1.0
CHP 1S 6671 1.0
CHP 1S 6672 1.0
CHP 1S 6673 1.0
CHP 1S 6674 1.0
CHP 1S 6675 1.0
CHP 1S 6676 1.0
CHP 1S 6677 1.0
CHP 1S 6678 1.0
CHP 1S 6679 1.0
CHP 1S 6680 1.0
CHP 1S 6681 1.0
CHP 1S 6682 1.0
CHP 1S 6683 1.0
CHP 1S 6684 1.0
CHP 1S 6685 1.0
CHP 1S 6686 1.0
CHP 1S 6687 1.0
CHP 1S 6688 1.0
CHP 1S 6689 1.0
CHP 1S 6690 1.0
CHP 1S 6691 1.0
CHP 1S 6692 1.0
CHP 1S 6693 1.0
CHP 1S 6694 1.0
CHP 1S 6695 1.0
CHP 1S 6696 1.0
CHP 1S 6697 1.0
CHP 1S 6698 1.0
CHP 1S 6699 1.0
CHP 1S 6700 1.0
CHP 1S 6701 1.0
CHP 1S 6702 1.0
CHP 1S 6703 1.0
CHP 1S 6704 1.0
CHP 1S 6705 1.0
CHP 1S 6706 1.0
CHP 1S 6707 1.0
CHP 1S 6708 1.0
CHP 1S 6709 1.0
CHP 1S 6710 1.0
CHP 1S 6711 1.0
CHP 1S 6712 1.0
CHP 1S 6713 1.0
CHP 1S 6714 1.0
CHP 1S 6715 1.0
CHP 1S 6716 1.0
CHP 1S 6717 1.0
CHP 1S 6718 1.0
CHP 1S 6719 1.0
CHP 1S 6720 1.0
CHP 1S 6721 1.0
CHP 1S 6722 1.0
CHP 1S 6723 1.0
CHP 1S 6724 1.0
CHP 1S 6725 1.0
CHP 1S 6726 1.0
CHP 1S 6727 1.0
CHP 1S 6728 1.0
CHP 1S 6729 1.0
CHP 1S 6730 1.0
CHP 1S 6731 1.0
CHP 1S 6732 1.0
CHP 1S 6733 1.0
CHP 1S 6734 1.0
CHP 1S 6735 1.0
CHP 1S 6736 1.0
CHP 1S 6737 1.0
CHP 1S 6738 1.0
CHP 1S 6739 1.0
CHP 1S 6740 1.0
CHP 1S 6741 1.0
CHP 1S 6742 1.0
CHP 1S 6743 1.0
CHP 1S 6744 1.0
CHP 1S 6745 1.0
CHP 1S 6746 1.0
CHP 1S 6747 1.0
CHP 1S 6748 1.0
CHP 1S 6749 1.0
CHP 1S 6750 1.0
CHP 1S 6751 1.0
CHP 1S 6752 1.0
CHP 1S 6753 1.0
CHP 1S 6754 1.0
CHP 1S 6755 1.0
CHP 1S 6756 1.0
CHP 1S 6757 1.0
CHP 1S 6758 1.0
CHP 1S 6759 1.0
CHP 1S 6760 1.0
CHP 1S 6761 1.0
CHP 1S 6762 1.0
CHP 1S 6763 1.0
CHP 1S 6764 1.0
CHP 1S 6765 1.0
CHP 1S 6766 1.0
CHP 1S 6767 1.0
CHP 1S 6768 1.0
CHP 1S 6769 1.0
CHP 1S 6770 1.0
CHP 1S 6771 1.0
CHP 1S 6772 1.0
CHP 1S 6773 1.0
CHP 1S 6774 1.0
CHP 1S 6775 1.0
CHP 1S 6776 1.0
CHP 1S 6777 1.0
CHP 1S 6778 1.0
CHP 1S 6779 1.0
CHP 1S 6780 1.0
CHP 1S 6781 1.0
CHP 1S 6782 1.0
CHP 1S 6783 1.0
CHP 1S 6784 1.0
CHP 1S 6785 1.0
CHP 1S 6786 1.0
CHP 1S 6787 1.0
CHP 1S 6788 1.0
CHP 1S 6789 1.0
CHP 1S 6790 1.0
CHP 1S 6791 1.0
CHP 1S 6792 1.0
CHP 1S 6793 1.0
CHP 1S 6794 1.0
CHP 1S 6795 1.0
CHP 1S 6796 1.0
CHP 1S 6797 1.0
CHP 1S 6798 1.0
CHP 1S 6799 1.0
CHP 1S 6800 1.0
CHP 1S 6801 1.0
CHP 1S 6802 1.0
CHP 1S 6803 1.0
CHP 1S 6804 1.0
CHP 1S 6805 1.0
CHP 1S 6806 1.0
CHP 1S 6807 1.0
CHP 1S 6808 1.0
CHP 1S 6809 1.0
CHP 1S 6810 1.0
CHP 1S 6811 1.0
CHP 1S 6812 1.0
CHP 1S 6813 1.0
CHP 1S 6814 1.0
CHP 1S 6815 1.0
CHP 1S 6816 1.0
CHP 1S 6817 1.0
CHP 1S 6818 1.0
CHP 1S 6819 1.0
CHP 1S 6820 1.0
CHP 1S 6821 1.0
CHP 1S 6822 1.0
CHP 1S 6823 1.0
CHP 1S 6824 1.0
CHP 1S 6825 1.0
CHP 1S 6826 1.0
CHP 1S 6827 1.0
CHP 1S 6828 1.0
CHP 1S 6829 1.0
CHP 1S 6830 1.0
CHP 1S 6831 1.0
CHP 1S 6832 1.0
CHP 1S 6833 1.0
CHP 1S 6834 1.0
CHP 1S 6835 1.0
CHP 1S 6836 1.0
CHP 1S 6837 1.0
CHP 1S 6838 1.0
CHP 1S 6839 1.0
CHP 1S 6840 1.0
CHP 1S 6841 1.0
CHP 1S 6842 1.0
CHP 1S 6843 1.0
CHP 1S 6844 1.0
CHP 1S 6845 1.0
CHP 1S 6846 1.0
CHP 1S 6847 1.0
CHP 1S 6848 1.0
CHP 1S 6849 1.0
CHP 1S 6850 1.0
CHP 1S 6851 1.0
CHP 1S 6852 1.0
CHP 1S 6853 1.0
CHP 1S 6854 1.0
CHP 1S 6855 1.0
CHP 1S 6856 1.0
CHP 1S 6857 1.0
CHP 1S 6858 1.0
CHP 1S 6859 1.0
CHP 1S 6860 1.0
CHP 1S 6861 1.0
CHP 1S 6862 1.0
CHP 1S 6863 1.0
CHP 1S 6864 1.0
CHP 1S 6865 1.0
CHP 1S 6866 1.0
CHP 1S 6867 1.0
CHP 1S 6868 1.0
CHP 1S 6869 1.0
CHP 1S 6870 1.0
CHP 1S 6871 1.0
CHP 1S 6872 1.0
CHP 1S 6873 1.0
CHP 1S 6874 1.0
CHP 1S 6875 1.0
CHP 1S 6876 1.0
CHP 1S 6877 1.0
CHP 1S 6878 1.0
CHP 1S 6879 1.0
CHP 1S 6880 1.0
CHP 1S 6881 1.0
CHP 1S 6882 1.0
CHP 1S 6883 1.0
CHP 1S 6884 1.0
CHP 1S 6885 1.0
CHP 1S 6886 1.0
CHP 1S 6887 1.0
CHP 1S 6888 1.0
CHP 1S 6889 1.0
CHP 1S 6890 1.0
CHP 1S 6891 1.0
CHP 1S 6892 1.0
CHP 1S 6893 1.0
CHP 1S 6894 1.0
CHP 1S 6895 1.0
CHP 1S 6896 1.0
CHP 1S 6897 1.0
CHP 1S 6898 1.0
CHP 1S 6899 1.0
CHP 1S 6900 1.0
CHP 1S 6901 1.0
CHP 1S 6902 1.0
CHP 1S 6903 1.0
CHP 1S 6904 1.0
CHP 1S 6905 1.0
CHP 1S 6906 1.0
CHP 1S 6907 1.0
CHP 1S 6908 1.0
CHP 1S 6909 1.0
CHP 1S 6910 1.0
CHP 1S 6911 1.0
CHP 1S 6912 1.0
CHP 1S 6913 1.0
CHP 1S 6914 1.0
CHP 1S 6915 1.0
CHP 1S 6916 1.0
CHP 1S 6917 1.0
CHP 1S 6918 1.0
CHP 1S 6919 1.0
CHP 1S 6920 1.0
CHP 1S 6921 1.0
CHP 1S 6922 1.0
CHP 1S 6923 1.0
CHP 1S 6924 1.0
CHP 1S 6925 1.0
CHP 1S 6926 1.0
CHP 1S 6927 1.0
CHP 1S 6928 1.0
CHP 1S 6929 1.0
CHP 1S 6930 1.0
CHP 1S 6931 1.0
CHP 1S 6932 1.0
CHP 1S 6933 1.0
CHP 1S 6934 1.0
CHP 1S 6935 1.0
CHP 1S 6936 1.0
CHP 1S 6937 1.0
CHP 1S 6938 1.0
CHP 1S 6939 1.0
CHP 1S 6940 1.0
CHP 1S 6941 1.0
CHP 1S 6942 1.0
CHP 1S 6943 1.0
CHP 1S 6944 1.0
CHP 1S 6945 1.0
CHP 1S 6946 1.0
CHP 1S 6947 1.0
CHP 1S 6948 1.0
CHP 1S 6949 1.0
CHP 1S 6950 1.0
CHP 1S 6951 1.0
CHP 1S 6952 1.0
CHP 1S 6953 1.0
CHP 1S 6954 1.0
CHP 1S 6955 1.0
CHP 1S 6956 1.0
CHP 1S 6957 1.0
CHP 1S 6958 1.0
CHP 1S 6959 1.0
CHP 1S 6960 1.0
CHP 1S 6961 1.0
CHP 1S 6962 1.0
CHP 1S 6963 1.0
CHP 1S 6964 1.0
CHP 1S 6965 1.0
CHP 1S 6966 1.0
CHP 1S 6967 1.0
CHP 1S 6968 1.0
CHP 1S 6969 1.0
CHP 1S 6970 1.0
CHP 1S 6971 1.0
CHP 1S 6972 1.0
CHP 1S 6973 1.0
CHP 1S 6974 1.0
CHP 1S 6975 1.0
CHP 1S 6976 1.0
CHP 1S 6977 1.0
CHP 1S 6978 1.0
CHP 1S 6979 1.0
CHP 1S 6980 1.0
CHP 1S 6981 1.0
CHP 1S 6982 1.0
CHP 1S 6983 1.0
CHP 1S 6984 1.0
CHP 1S 6985 1.0
CHP 1S 6986 1.0
CHP 1S 6987 1.0
CHP 1S 6988 1.0
CHP 1S 6989 1.0
CHP 1S 6990 1.0
CHP 1S 6991 1.0
CHP 1S 6992 1.0
CHP 1S 6993 1.0
CHP 1S 6994 1.0
CHP 1S 6995 1.0
CHP 1S 6996 1.0
CHP 1S 6997 1.0
CHP 1S 6998 1.0
CHP 1S 6999 1.0
CHP 1S 7000 1.0
CHP 1S 7001 1.0
CHP 1S 7002 1.0
CHP 1S 7003 1.0
CHP 1S 7004 1.0
CHP 1S 7005 1.0
CHP 1S 7006 1.0
CHP 1S 7007 1.0
CHP 1S 7008 1.0
CHP 1S 7009 1.0
CHP 1S 7010 1.0
CHP 1S 7011 1.0
CHP 1S 7012 1.0
CHP 1S 7013 1.0
CHP 1S 7014 1.0
CHP 1S 7015 1.0
CHP 1S 7016 1.0
CHP 1S 7017 1.0
CHP 1S 7018 1.0
CHP 1S 7019 1.0
CHP 1S 7020 1.0
CHP 1S 7021 1.0
CHP 1S 7022 1.0
CHP 1S 7023 1.0
CHP 1S 7024 1.0
CHP 1S 7025 1.0
CHP 1S 7026 1.0
CHP 1S 7027 1.0
CHP 1S 7028 1.0
CHP 1S 7029 1.0
CHP 1S 7030 1.0
CHP 1S 7031 1.0
CHP 1S 7032 1.0
CHP 1S 7033 1.0
CHP 1S 7034 1.0
CHP 1S 7035 1.0
CHP 1S 7036 1.0
CHP 1S 7037 1.0
CHP 1S 7038 1.0
CHP 1S 7039 1.0
CHP 1S 7040 1.0
CHP 1S 7041 1.0
CHP 1S 7042 1.0
CHP 1S 7043 1.0
CHP 1S 7044 1.0
CHP 1S 7045 1.0
CHP 1S 7046 1.0
CHP 1S 7047 1.0
CHP 1S 7048 1.0
CHP 1S 7049 1.0
CHP 1S 7050 1.0
CHP 1S 7051 1.0
CHP 1S 7052 1.0
CHP 1S 7053 1.0
CHP 1S 7054 1.0
CHP 1S 7055 1.0
CHP 1S 7056 1.0
CHP 1S 7057 1.0
CHP 1S 7058 1.0
CHP 1S 7059 1.0
CHP 1S 7060 1.0
CHP 1S 7061 1.0
CHP 1S 7062 1.0
CHP 1S 7063 1.0
CHP 1S 7064 1.0
CHP 1S 7065 1.0
CHP 1S 7066 1.0
CHP 1S 7067 1.0
CHP 1S 7068 1.0
CHP 1S 7069 1.0
CHP 1S 7070 1.0
CHP 1S 7071 1.0
CHP 1S 7072 1.0
CHP 1S 7073 1.0
CHP 1S 7074 1.0
CHP 1S 7075 1.0
CHP 1S 7076 1.0
CHP 1S 7077 1.0
CHP 1S 7078 1.0
CHP 1S 7079 1.0
CHP 1S 7080 1.0
CHP 1S 7081 1.0
CHP 1S 7082 1.0
CHP 1S 7083 1.0
CHP 1S 7084 1.0
CHP 1S 7085 1.0
CHP 1S 7086 1.0
CHP 1S 7087 1.0
CHP 1S 7088 1.0
CHP 1S 7089 1.0
CHP 1S 7090 1.0
CHP 1S 7091 1.0
CHP 1S 7092 1.0
CHP 1S 7093 1.0
CHP 1S 7094 1.0
CHP 1S 7095 1.0
CHP 1S 7096 1.0
CHP 1S 7097 1.0
CHP 1S 7098 1.0
CHP 1S 7099 1.0
CHP 1S 7100 1.0
CHP 1S 7101 1.0
CHP 1S 7102 1.0
CHP 1S 7103 1.0
CHP 1S 7104 1.0
CHP 1S 7105 1.0
CHP 1S 7106 1.0
CHP 1S 7107 1.0
CHP 1S 7108 1.0
CHP 1S 7109 1.0
CHP 1S 7110 1.0
CHP 1S 7111 1.0
CHP 1S 7112 1.0
CHP 1S 7113 1.0
CHP 1S 7114 1.0
CHP 1S 7115 1.0
CHP 1S 7116 1.0
CHP 1S 7117 1.0
CHP 1S 7118 1.0
CHP 1S 7119 1.0
CHP 1S 7120 1.0
CHP 1S 7121 1.0
CHP 1S 7122 1.0
CHP 1S 7123 1.0
CHP 1S 7124 1.0
CHP 1S 7125 1.0
CHP 1S 7126 1.0
CHP 1S 7127 1.0
CHP 1S 7128 1.0
CHP 1S 7129 1.0
CHP 1S 7130 1.0
CHP 1S 7131 1.0
CHP 1S 7132 1.0
CHP 1S 7133 1.0
CHP 1S 7134 1.0
CHP 1S 7135 1.0
CHP 1S 7136 1.0
CHP 1S 7137 1.0
CHP 1S 7138 1.0
CHP 1S 7139 1.0
CHP 1S 7140 1.0
CHP 1S 7141 1.0
CHP 1S 7142 1.0
CHP 1S 7143 1.0
CHP 1S 7144 1.0
CHP 1S 7145 1.0
CHP 1S 7146 1.0
CHP 1S 7147 1.0
CHP 1S 7148 1.0
CHP 1S 7149 1.0
CHP 1S 7150 1.0
CHP 1S 7151 1.0
CHP 1S 7152 1.0
CHP 1S 7153 1.0
CHP 1S 7154 1.0
CHP 1S 7155 1.0
CHP 1S 7156 1.0
CHP 1S 7157 1.0
CHP 1S 7158 1.0
CHP 1S 7159 1.0
CHP 1S 7160 1.0
CHP 1S 7161 1.0
CHP 1S 7162 1.0
CHP 1S 7163 1.0
CHP 1S 7164 1.0
CHP 1S 7165 1.0
CHP 1S 7166 1.0
CHP 1S 7167 1.0
CHP 1S 7168 1.0
CHP 1S 7169 1.0
CHP 1S 7170 1.0
CHP 1S 7171 1.0
CHP 1S 7172 1.0
CHP 1S 7173 1.0
CHP 1S 7174 1.0
CHP 1S 7175 1.0
CHP 1S 7176 1.0
CHP 1S 7177 1.0
CHP 1S 7178 1.0
CHP 1S 7179 1.0
CHP 1S 7180 1.0
CHP 1S 7181 1.0
CHP 1S 7182 1.0
CHP 1S 7183 1.0
CHP 1S 7184 1.0
CHP 1S 7185 1.0
CHP 1S 7186 1.0
CHP 1S 7187 1.0
CHP 1S 7188 1.0
CHP 1S 7189 1.0
CHP 1S 7190 1.0
CHP 1S 7191 1.0
CHP 1S 7192 1.0
CHP 1S 7193 1.0
CHP 1S 7194 1.0
CHP 1S 7195 1.0
CHP 1S 7196 1.0
CHP 1S 7197 1.0
CHP 1S 7198 1.0
CHP 1S 7199 1.0
CHP 1S 7200 1.0
CHP 1S 7201 1.0
CHP 1S 7202 1.0
CHP 1S 7203 1.0
CHP 1S 7204 1.0
CHP 1S 7205 1.0
CHP 1S 7206 1.0
CHP 1S 7207 1.0
CHP 1S 7208 1.0
CHP 1S 7209 1.0
CHP 1S 7210 1.0
CHP 1S 7211 1.0
CHP 1S 7212 1.0
CHP 1S 7213 1.0
CHP 1S 7214 1.0
CHP 1S 7215 1.0
CHP 1S 7216 1.0
CHP 1S 7217 1.0
CHP 1S 7218 1.0
CHP 1S 7219 1.0
CHP 1S 7220 1.0
CHP 1S 7221 1.0
CHP 1S 7222 1.0
CHP 1S 7223 1.0
CHP 1S 7224 1.0
CHP 1S 7225 1.0
CHP 1S 7226 1.0
CHP 1S 7227 1.0
CHP 1S 7228 1.0
CHP 1S 7229 1.0
CHP 1S 7230 1.0
CHP 1S 7231 1.0
CHP 1S 7232 1.0
CHP 1S 7233 1.0
CHP 1S 7234 1.0
CHP 1S 7235 1.0
CHP 1S 7236 1.0
CHP 1S 7237 1.0
CHP 1S 7238 1.0
CHP 1S 7239 1.0
