param be :=
CHP 1W 3199 -0.08828163
CHP 1W 3200 -0.08828163
CHP 1W 3201 -0.11871117
CHP 1W 3202 -0.11871117
CHP 1W 3203 -0.11871117
CHP 1W 3204 -0.11871117
CHP 1W 3205 -0.16467516
CHP 1W 3206 -0.16467516
CHP 1W 3207 -0.16467516
CHP 1W 3208 -0.16467516
CHP 1W 3209 -0.16467516
CHP 1W 3210 -0.16467516
CHP 1W 3211 -0.11871117
CHP 1W 3212 -0.11871117
CHP 1W 3213 -0.11871117
CHP 1W 3214 -0.08828163
CHP 1W 3215 -0.08828163
CHP 1W 3216 -0.08828163
CHP 1W 3217 -0.08828163
CHP 1W 3218 -0.08828163
CHP 1W 3219 -0.08828163
CHP 1W 3220 -0.08828163
CHP 1W 3221 -0.08828163
CHP 1W 3222 -0.08828163
CHP 1W 3223 -0.08828163
CHP 1W 3224 -0.08828163
CHP 1W 3225 -0.11871117
CHP 1W 3226 -0.11871117
CHP 1W 3227 -0.11871117
CHP 1W 3228 -0.11871117
CHP 1W 3229 -0.16467516
CHP 1W 3230 -0.16467516
CHP 1W 3231 -0.16467516
CHP 1W 3232 -0.16467516
CHP 1W 3233 -0.16467516
CHP 1W 3234 -0.16467516
CHP 1W 3235 -0.11871117
CHP 1W 3236 -0.11871117
CHP 1W 3237 -0.11871117
CHP 1W 3238 -0.08828163
CHP 1W 3239 -0.08828163
CHP 1W 3240 -0.08828163
CHP 1W 3241 -0.08828163
CHP 1W 3242 -0.08828163
CHP 1W 3243 -0.08828163
CHP 1W 3244 -0.08828163
CHP 1W 3245 -0.08828163
CHP 1W 3246 -0.08828163
CHP 1W 3247 -0.08828163
CHP 1W 3248 -0.08828163
CHP 1W 3249 -0.11871117
CHP 1W 3250 -0.11871117
CHP 1W 3251 -0.11871117
CHP 1W 3252 -0.11871117
CHP 1W 3253 -0.16467516
CHP 1W 3254 -0.16467516
CHP 1W 3255 -0.16467516
CHP 1W 3256 -0.16467516
CHP 1W 3257 -0.16467516
CHP 1W 3258 -0.16467516
CHP 1W 3259 -0.11871117
CHP 1W 3260 -0.11871117
CHP 1W 3261 -0.11871117
CHP 1W 3262 -0.08828163
CHP 1W 3263 -0.08828163
CHP 1W 3264 -0.08828163
CHP 1W 3265 -0.08828163
CHP 1W 3266 -0.08828163
CHP 1W 3267 -0.08828163
CHP 1W 3268 -0.08828163
CHP 1W 3269 -0.08828163
CHP 1W 3270 -0.08828163
CHP 1W 3271 -0.08828163
CHP 1W 3272 -0.08828163
CHP 1W 3273 -0.11871117
CHP 1W 3274 -0.11871117
CHP 1W 3275 -0.11871117
CHP 1W 3276 -0.11871117
CHP 1W 3277 -0.16467516
CHP 1W 3278 -0.16467516
CHP 1W 3279 -0.16467516
CHP 1W 3280 -0.16467516
CHP 1W 3281 -0.16467516
CHP 1W 3282 -0.16467516
CHP 1W 3283 -0.11871117
CHP 1W 3284 -0.11871117
CHP 1W 3285 -0.11871117
CHP 1W 3286 -0.08828163
CHP 1W 3287 -0.08828163
CHP 1W 3288 -0.08828163
CHP 1W 3289 -0.08828163
CHP 1W 3290 -0.08828163
CHP 1W 3291 -0.08828163
CHP 1W 3292 -0.08828163
CHP 1W 3293 -0.08828163
CHP 1W 3294 -0.08828163
CHP 1W 3295 -0.08828163
CHP 1W 3296 -0.08828163
CHP 1W 3297 -0.11871117
CHP 1W 3298 -0.11871117
CHP 1W 3299 -0.11871117
CHP 1W 3300 -0.11871117
CHP 1W 3301 -0.16467516
CHP 1W 3302 -0.16467516
CHP 1W 3303 -0.16467516
CHP 1W 3304 -0.16467516
CHP 1W 3305 -0.16467516
CHP 1W 3306 -0.16467516
CHP 1W 3307 -0.11871117
CHP 1W 3308 -0.11871117
CHP 1W 3309 -0.11871117
CHP 1W 3310 -0.08828163
CHP 1W 3311 -0.08828163
CHP 1W 3312 -0.08828163
CHP 1W 3313 -0.08828163
CHP 1W 3314 -0.08828163
CHP 1W 3315 -0.08828163
CHP 1W 3316 -0.08828163
CHP 1W 3317 -0.08828163
CHP 1W 3318 -0.08828163
CHP 1W 3319 -0.08828163
CHP 1W 3320 -0.08828163
CHP 1W 3321 -0.08828163
CHP 1W 3322 -0.08828163
CHP 1W 3323 -0.08828163
CHP 1W 3324 -0.08828163
CHP 1W 3325 -0.08828163
CHP 1W 3326 -0.08828163
CHP 1W 3327 -0.08828163
CHP 1W 3328 -0.08828163
CHP 1W 3329 -0.08828163
CHP 1W 3330 -0.08828163
CHP 1W 3331 -0.08828163
CHP 1W 3332 -0.08828163
CHP 1W 3333 -0.08828163
CHP 1W 3334 -0.08828163
CHP 1W 3335 -0.08828163
CHP 1W 3336 -0.08828163
CHP 1W 3337 -0.08828163
CHP 1W 3338 -0.08828163
CHP 1W 3339 -0.08828163
CHP 1W 3340 -0.08828163
CHP 1W 3341 -0.08828163
CHP 1W 3342 -0.08828163
CHP 1W 3343 -0.08828163
CHP 1W 3344 -0.08828163
CHP 1W 3345 -0.08828163
CHP 1W 3346 -0.08828163
CHP 1W 3347 -0.08828163
CHP 1W 3348 -0.08828163
CHP 1W 3349 -0.08828163
CHP 1W 3350 -0.08828163
CHP 1W 3351 -0.08828163
CHP 1W 3352 -0.08828163
CHP 1W 3353 -0.08828163
CHP 1W 3354 -0.08828163
CHP 1W 3355 -0.08828163
CHP 1W 3356 -0.08828163
CHP 1W 3357 -0.08828163
CHP 1W 3358 -0.08828163
CHP 1W 3359 -0.08828163
CHP 1W 3360 -0.08828163
CHP 1W 3361 -0.08828163
CHP 1W 3362 -0.08828163
CHP 1W 3363 -0.08828163
CHP 1W 3364 -0.08828163
CHP 1W 3365 -0.08828163
CHP 1W 3366 -0.08828163
CHP 1W 3367 -0.08828163
CHP 1W 3368 -0.08828163
CHP 1W 3369 -0.11871117
CHP 1W 3370 -0.11871117
CHP 1W 3371 -0.11871117
CHP 1W 3372 -0.11871117
CHP 1W 3373 -0.16467516
CHP 1W 3374 -0.16467516
CHP 1W 3375 -0.16467516
CHP 1W 3376 -0.16467516
CHP 1W 3377 -0.16467516
CHP 1W 3378 -0.16467516
CHP 1W 3379 -0.11871117
CHP 1W 3380 -0.11871117
CHP 1W 3381 -0.11871117
CHP 1W 3382 -0.08828163
CHP 1W 3383 -0.08828163
CHP 1W 3384 -0.08828163
CHP 1W 3385 -0.08828163
CHP 1W 3386 -0.08828163
CHP 1W 3387 -0.08828163
CHP 1W 3388 -0.08828163
CHP 1W 3389 -0.08828163
CHP 1W 3390 -0.08828163
CHP 1W 3391 -0.08828163
CHP 1W 3392 -0.08828163
CHP 1W 3393 -0.11871117
CHP 1W 3394 -0.11871117
CHP 1W 3395 -0.11871117
CHP 1W 3396 -0.11871117
CHP 1W 3397 -0.16467516
CHP 1W 3398 -0.16467516
CHP 1W 3399 -0.16467516
CHP 1W 3400 -0.16467516
CHP 1W 3401 -0.16467516
CHP 1W 3402 -0.16467516
CHP 1W 3403 -0.11871117
CHP 1W 3404 -0.11871117
CHP 1W 3405 -0.11871117
CHP 1W 3406 -0.08828163
CHP 1W 3407 -0.08828163
CHP 1W 3408 -0.08828163
CHP 1W 3409 -0.08828163
CHP 1W 3410 -0.08828163
CHP 1W 3411 -0.08828163
CHP 1W 3412 -0.08828163
CHP 1W 3413 -0.08828163
CHP 1W 3414 -0.08828163
CHP 1W 3415 -0.08828163
CHP 1W 3416 -0.08828163
CHP 1W 3417 -0.11871117
CHP 1W 3418 -0.11871117
CHP 1W 3419 -0.11871117
CHP 1W 3420 -0.11871117
CHP 1W 3421 -0.16467516
CHP 1W 3422 -0.16467516
CHP 1W 3423 -0.16467516
CHP 1W 3424 -0.16467516
CHP 1W 3425 -0.16467516
CHP 1W 3426 -0.16467516
CHP 1W 3427 -0.11871117
CHP 1W 3428 -0.11871117
CHP 1W 3429 -0.11871117
CHP 1W 3430 -0.08828163
CHP 1W 3431 -0.08828163
CHP 1W 3432 -0.08828163
CHP 1W 3433 -0.08828163
CHP 1W 3434 -0.08828163
CHP 1W 3435 -0.08828163
CHP 1W 3436 -0.08828163
CHP 1W 3437 -0.08828163
CHP 1W 3438 -0.08828163
CHP 1W 3439 -0.08828163
CHP 1W 3440 -0.08828163
CHP 1W 3441 -0.11871117
CHP 1W 3442 -0.11871117
CHP 1W 3443 -0.11871117
CHP 1W 3444 -0.11871117
CHP 1W 3445 -0.16467516
CHP 1W 3446 -0.16467516
CHP 1W 3447 -0.16467516
CHP 1W 3448 -0.16467516
CHP 1W 3449 -0.16467516
CHP 1W 3450 -0.16467516
CHP 1W 3451 -0.11871117
CHP 1W 3452 -0.11871117
CHP 1W 3453 -0.11871117
CHP 1W 3454 -0.08828163
CHP 1W 3455 -0.08828163
CHP 1W 3456 -0.08828163
CHP 1W 3457 -0.08828163
CHP 1W 3458 -0.08828163
CHP 1W 3459 -0.08828163
CHP 1W 3460 -0.08828163
CHP 1W 3461 -0.08828163
CHP 1W 3462 -0.08828163
CHP 1W 3463 -0.08828163
CHP 1W 3464 -0.08828163
CHP 1W 3465 -0.11871117
CHP 1W 3466 -0.11871117
CHP 1W 3467 -0.11871117
CHP 1W 3468 -0.11871117
CHP 1W 3469 -0.16467516
CHP 1W 3470 -0.16467516
CHP 1W 3471 -0.16467516
CHP 1W 3472 -0.16467516
CHP 1W 3473 -0.16467516
CHP 1W 3474 -0.16467516
CHP 1W 3475 -0.11871117
CHP 1W 3476 -0.11871117
CHP 1W 3477 -0.11871117
CHP 1W 3478 -0.08828163
CHP 1W 3479 -0.08828163
CHP 1W 3480 -0.08828163
CHP 1W 3481 -0.08828163
CHP 1W 3482 -0.08828163
CHP 1W 3483 -0.08828163
CHP 1W 3484 -0.08828163
CHP 1W 3485 -0.08828163
CHP 1W 3486 -0.08828163
CHP 1W 3487 -0.08828163
CHP 1W 3488 -0.08828163
CHP 1W 3489 -0.08828163
CHP 1W 3490 -0.08828163
CHP 1W 3491 -0.08828163
CHP 1W 3492 -0.08828163
CHP 1W 3493 -0.08828163
CHP 1W 3494 -0.08828163
CHP 1W 3495 -0.08828163
CHP 1W 3496 -0.08828163
CHP 1W 3497 -0.08828163
CHP 1W 3498 -0.08828163
CHP 1W 3499 -0.08828163
CHP 1W 3500 -0.08828163
CHP 1W 3501 -0.08828163
CHP 1W 3502 -0.08828163
CHP 1W 3503 -0.08828163
CHP 1W 3504 -0.08828163
CHP 1W 3505 -0.08828163
CHP 1W 3506 -0.08828163
CHP 1W 3507 -0.08828163
CHP 1W 3508 -0.08828163
CHP 1W 3509 -0.08828163
CHP 1W 3510 -0.08828163
CHP 1W 3511 -0.08828163
CHP 1W 3512 -0.08828163
CHP 1W 3513 -0.08828163
CHP 1W 3514 -0.08828163
CHP 1W 3515 -0.08828163
CHP 1W 3516 -0.08828163
CHP 1W 3517 -0.08828163
CHP 1W 3518 -0.08828163
CHP 1W 3519 -0.08828163
CHP 1W 3520 -0.08828163
CHP 1W 3521 -0.08828163
CHP 1W 3522 -0.08828163
CHP 1W 3523 -0.08828163
CHP 1W 3524 -0.08828163
CHP 1W 3525 -0.08828163
CHP 1W 3526 -0.08828163
CHP 1W 3527 -0.08828163
CHP 1W 3528 -0.08828163
CHP 1W 3529 -0.08828163
CHP 1W 3530 -0.08828163
CHP 1W 3531 -0.08828163
CHP 1W 3532 -0.08828163
CHP 1W 3533 -0.08828163
CHP 1W 3534 -0.08828163
CHP 1W 3535 -0.08828163
CHP 1W 3536 -0.08828163
CHP 1W 3537 -0.11871117
CHP 1W 3538 -0.11871117
CHP 1W 3539 -0.11871117
CHP 1W 3540 -0.11871117
CHP 1W 3541 -0.16467516
CHP 1W 3542 -0.16467516
CHP 1W 3543 -0.16467516
CHP 1W 3544 -0.16467516
CHP 1W 3545 -0.16467516
CHP 1W 3546 -0.16467516
CHP 1W 3547 -0.11871117
CHP 1W 3548 -0.11871117
CHP 1W 3549 -0.11871117
CHP 1W 3550 -0.08828163
CHP 1W 3551 -0.08828163
CHP 1W 3552 -0.08828163
CHP 1W 3553 -0.08828163
CHP 1W 3554 -0.08828163
CHP 1W 3555 -0.08828163
CHP 1W 3556 -0.08828163
CHP 1W 3557 -0.08828163
CHP 1W 3558 -0.08828163
CHP 1W 3559 -0.08828163
CHP 1W 3560 -0.08828163
CHP 1W 3561 -0.11871117
CHP 1W 3562 -0.11871117
CHP 1W 3563 -0.11871117
CHP 1W 3564 -0.11871117
CHP 1W 3565 -0.16467516
CHP 1W 3566 -0.16467516
CHP 1W 3567 -0.16467516
CHP 1W 3568 -0.16467516
CHP 1W 3569 -0.16467516
CHP 1W 3570 -0.16467516
CHP 1W 3571 -0.11871117
CHP 1W 3572 -0.11871117
CHP 1W 3573 -0.11871117
CHP 1W 3574 -0.08828163
CHP 1W 3575 -0.08828163
CHP 1W 3576 -0.08828163
CHP 1W 3577 -0.08828163
CHP 1W 3578 -0.08828163
CHP 1W 3579 -0.08828163
CHP 1W 3580 -0.08828163
CHP 1W 3581 -0.08828163
CHP 1W 3582 -0.08828163
CHP 1W 3583 -0.08828163
CHP 1W 3584 -0.08828163
CHP 1W 3585 -0.11871117
CHP 1W 3586 -0.11871117
CHP 1W 3587 -0.11871117
CHP 1W 3588 -0.11871117
CHP 1W 3589 -0.16467516
CHP 1W 3590 -0.16467516
CHP 1W 3591 -0.16467516
CHP 1W 3592 -0.16467516
CHP 1W 3593 -0.16467516
CHP 1W 3594 -0.16467516
CHP 1W 3595 -0.11871117
CHP 1W 3596 -0.11871117
CHP 1W 3597 -0.11871117
CHP 1W 3598 -0.08828163
CHP 1W 3599 -0.08828163
CHP 1W 3600 -0.08828163
CHP 1W 3601 -0.08828163
CHP 1W 3602 -0.08828163
CHP 1W 3603 -0.08828163
CHP 1W 3604 -0.08828163
CHP 1W 3605 -0.08828163
CHP 1W 3606 -0.08828163
CHP 1W 3607 -0.08828163
CHP 1W 3608 -0.08828163
CHP 1W 3609 -0.11871117
CHP 1W 3610 -0.11871117
CHP 1W 3611 -0.11871117
CHP 1W 3612 -0.11871117
CHP 1W 3613 -0.16467516
CHP 1W 3614 -0.16467516
CHP 1W 3615 -0.16467516
CHP 1W 3616 -0.16467516
CHP 1W 3617 -0.16467516
CHP 1W 3618 -0.16467516
CHP 1W 3619 -0.11871117
CHP 1W 3620 -0.11871117
CHP 1W 3621 -0.11871117
CHP 1W 3622 -0.08828163
CHP 1W 3623 -0.08828163
CHP 1W 3624 -0.08828163
CHP 1W 3625 -0.08828163
CHP 1W 3626 -0.08828163
CHP 1W 3627 -0.08828163
CHP 1W 3628 -0.08828163
CHP 1W 3629 -0.08828163
CHP 1W 3630 -0.08828163
CHP 1W 3631 -0.08828163
CHP 1W 3632 -0.08828163
CHP 1W 3633 -0.11871117
CHP 1W 3634 -0.11871117
CHP 1W 3635 -0.11871117
CHP 1W 3636 -0.11871117
CHP 1W 3637 -0.16467516
CHP 1W 3638 -0.16467516
CHP 1W 3639 -0.16467516
CHP 1W 3640 -0.16467516
CHP 1W 3641 -0.16467516
CHP 1W 3642 -0.16467516
CHP 1W 3643 -0.11871117
CHP 1W 3644 -0.11871117
CHP 1W 3645 -0.11871117
CHP 1W 3646 -0.08828163
CHP 1W 3647 -0.08828163
CHP 1W 3648 -0.08828163
CHP 1W 3649 -0.08828163
CHP 1W 3650 -0.08828163
CHP 1W 3651 -0.08828163
CHP 1W 3652 -0.08828163
CHP 1W 3653 -0.08828163
CHP 1W 3654 -0.08828163
CHP 1W 3655 -0.08828163
CHP 1W 3656 -0.08828163
CHP 1W 3657 -0.08828163
CHP 1W 3658 -0.08828163
CHP 1W 3659 -0.08828163
CHP 1W 3660 -0.08828163
CHP 1W 3661 -0.08828163
CHP 1W 3662 -0.08828163
CHP 1W 3663 -0.08828163
CHP 1W 3664 -0.08828163
CHP 1W 3665 -0.08828163
CHP 1W 3666 -0.08828163
CHP 1W 3667 -0.08828163
CHP 1W 3668 -0.08828163
CHP 1W 3669 -0.08828163
CHP 1W 3670 -0.08828163
CHP 1W 3671 -0.08828163
CHP 1W 3672 -0.08828163
CHP 1W 3673 -0.08828163
CHP 1W 3674 -0.08828163
CHP 1W 3675 -0.08828163
CHP 1W 3676 -0.08828163
CHP 1W 3677 -0.08828163
CHP 1W 3678 -0.08828163
CHP 1W 3679 -0.08828163
CHP 1W 3680 -0.08828163
CHP 1W 3681 -0.08828163
CHP 1W 3682 -0.08828163
CHP 1W 3683 -0.08828163
CHP 1W 3684 -0.08828163
CHP 1W 3685 -0.08828163
CHP 1W 3686 -0.08828163
CHP 1W 3687 -0.08828163
CHP 1W 3688 -0.08828163
CHP 1W 3689 -0.08828163
CHP 1W 3690 -0.08828163
CHP 1W 3691 -0.08828163
CHP 1W 3692 -0.08828163
CHP 1W 3693 -0.08828163
CHP 1W 3694 -0.08828163
CHP 1W 3695 -0.08828163
CHP 1W 3696 -0.08828163
CHP 1W 3697 -0.08828163
CHP 1W 3698 -0.08828163
CHP 1W 3699 -0.08828163
CHP 1W 3700 -0.08828163
CHP 1W 3701 -0.08828163
CHP 1W 3702 -0.08828163
CHP 1W 3703 -0.08828163
CHP 1W 3704 -0.08828163
CHP 1W 3705 -0.11871117
CHP 1W 3706 -0.11871117
CHP 1W 3707 -0.11871117
CHP 1W 3708 -0.11871117
CHP 1W 3709 -0.16467516
CHP 1W 3710 -0.16467516
CHP 1W 3711 -0.16467516
CHP 1W 3712 -0.16467516
CHP 1W 3713 -0.16467516
CHP 1W 3714 -0.16467516
CHP 1W 3715 -0.11871117
CHP 1W 3716 -0.11871117
CHP 1W 3717 -0.11871117
CHP 1W 3718 -0.08828163
CHP 1W 3719 -0.08828163
CHP 1W 3720 -0.08828163
CHP 1W 3721 -0.08828163
CHP 1W 3722 -0.08828163
CHP 1W 3723 -0.08828163
CHP 1W 3724 -0.08828163
CHP 1W 3725 -0.08828163
CHP 1W 3726 -0.08828163
CHP 1W 3727 -0.08828163
CHP 1W 3728 -0.08828163
CHP 1W 3729 -0.11871117
CHP 1W 3730 -0.11871117
CHP 1W 3731 -0.11871117
CHP 1W 3732 -0.11871117
CHP 1W 3733 -0.16467516
CHP 1W 3734 -0.16467516
CHP 1W 3735 -0.16467516
CHP 1W 3736 -0.16467516
CHP 1W 3737 -0.16467516
CHP 1W 3738 -0.16467516
CHP 1W 3739 -0.11871117
CHP 1W 3740 -0.11871117
CHP 1W 3741 -0.11871117
CHP 1W 3742 -0.08828163
CHP 1W 3743 -0.08828163
CHP 1W 3744 -0.08828163
CHP 1W 3745 -0.08828163
CHP 1W 3746 -0.08828163
CHP 1W 3747 -0.08828163
CHP 1W 3748 -0.08828163
CHP 1W 3749 -0.08828163
CHP 1W 3750 -0.08828163
CHP 1W 3751 -0.08828163
CHP 1W 3752 -0.08828163
CHP 1W 3753 -0.11871117
CHP 1W 3754 -0.11871117
CHP 1W 3755 -0.11871117
CHP 1W 3756 -0.11871117
CHP 1W 3757 -0.16467516
CHP 1W 3758 -0.16467516
CHP 1W 3759 -0.16467516
CHP 1W 3760 -0.16467516
CHP 1W 3761 -0.16467516
CHP 1W 3762 -0.16467516
CHP 1W 3763 -0.11871117
CHP 1W 3764 -0.11871117
CHP 1W 3765 -0.11871117
CHP 1W 3766 -0.08828163
CHP 1W 3767 -0.08828163
CHP 1W 3768 -0.08828163
CHP 1W 3769 -0.08828163
CHP 1W 3770 -0.08828163
CHP 1W 3771 -0.08828163
CHP 1W 3772 -0.08828163
CHP 1W 3773 -0.08828163
CHP 1W 3774 -0.08828163
CHP 1W 3775 -0.08828163
CHP 1W 3776 -0.08828163
CHP 1W 3777 -0.11871117
CHP 1W 3778 -0.11871117
CHP 1W 3779 -0.11871117
CHP 1W 3780 -0.11871117
CHP 1W 3781 -0.16467516
CHP 1W 3782 -0.16467516
CHP 1W 3783 -0.16467516
CHP 1W 3784 -0.16467516
CHP 1W 3785 -0.16467516
CHP 1W 3786 -0.16467516
CHP 1W 3787 -0.11871117
CHP 1W 3788 -0.11871117
CHP 1W 3789 -0.11871117
CHP 1W 3790 -0.08828163
CHP 1W 3791 -0.08828163
CHP 1W 3792 -0.08828163
CHP 1W 3793 -0.08828163
CHP 1W 3794 -0.08828163
CHP 1W 3795 -0.08828163
CHP 1W 3796 -0.08828163
CHP 1W 3797 -0.08828163
CHP 1W 3798 -0.08828163
CHP 1W 3799 -0.08828163
CHP 1W 3800 -0.08828163
CHP 1W 3801 -0.11871117
CHP 1W 3802 -0.11871117
CHP 1W 3803 -0.11871117
CHP 1W 3804 -0.11871117
CHP 1W 3805 -0.16467516
CHP 1W 3806 -0.16467516
CHP 1W 3807 -0.16467516
CHP 1W 3808 -0.16467516
CHP 1W 3809 -0.16467516
CHP 1W 3810 -0.16467516
CHP 1W 3811 -0.11871117
CHP 1W 3812 -0.11871117
CHP 1W 3813 -0.11871117
CHP 1W 3814 -0.08828163
CHP 1W 3815 -0.08828163
CHP 1W 3816 -0.08828163
CHP 1W 3817 -0.08828163
CHP 1W 3818 -0.08828163
CHP 1W 3819 -0.08828163
CHP 1W 3820 -0.08828163
CHP 1W 3821 -0.08828163
CHP 1W 3822 -0.08828163
CHP 1W 3823 -0.08828163
CHP 1W 3824 -0.08828163
CHP 1W 3825 -0.08828163
CHP 1W 3826 -0.08828163
CHP 1W 3827 -0.08828163
CHP 1W 3828 -0.08828163
CHP 1W 3829 -0.08828163
CHP 1W 3830 -0.08828163
CHP 1W 3831 -0.08828163
CHP 1W 3832 -0.08828163
CHP 1W 3833 -0.08828163
CHP 1W 3834 -0.08828163
CHP 1W 3835 -0.08828163
CHP 1W 3836 -0.08828163
CHP 1W 3837 -0.08828163
CHP 1W 3838 -0.08828163
CHP 1W 3839 -0.08828163
CHP 1W 3840 -0.08828163
CHP 1W 3841 -0.08828163
CHP 1W 3842 -0.08828163
CHP 1W 3843 -0.08828163
CHP 1W 3844 -0.08828163
CHP 1W 3845 -0.08828163
CHP 1W 3846 -0.08828163
CHP 1W 3847 -0.08828163
CHP 1W 3848 -0.08828163
CHP 1W 3849 -0.08828163
CHP 1W 3850 -0.08828163
CHP 1W 3851 -0.08828163
CHP 1W 3852 -0.08828163
CHP 1W 3853 -0.08828163
CHP 1W 3854 -0.08828163
CHP 1W 3855 -0.08828163
CHP 1W 3856 -0.08828163
CHP 1W 3857 -0.08828163
CHP 1W 3858 -0.08828163
CHP 1W 3859 -0.08828163
CHP 1W 3860 -0.08828163
CHP 1W 3861 -0.08828163
CHP 1W 3862 -0.08828163
CHP 1W 3863 -0.08828163
CHP 1W 3864 -0.08828163
CHP 1W 3865 -0.08828163
CHP 1W 3866 -0.08828163
CHP 1W 3867 -0.08828163
CHP 1W 3868 -0.08828163
CHP 1W 3869 -0.08828163
CHP 1W 3870 -0.08828163
CHP 1W 3871 -0.08828163
CHP 1W 3872 -0.08828163
CHP 1W 3873 -0.11871117
CHP 1W 3874 -0.11871117
CHP 1W 3875 -0.11871117
CHP 1W 3876 -0.11871117
CHP 1W 3877 -0.16467516
CHP 1W 3878 -0.16467516
CHP 1W 3879 -0.16467516
CHP 1W 3880 -0.16467516
CHP 1W 3881 -0.16467516
CHP 1W 3882 -0.16467516
CHP 1W 3883 -0.11871117
CHP 1W 3884 -0.11871117
CHP 1W 3885 -0.11871117
CHP 1W 3886 -0.08828163
CHP 1W 3887 -0.08828163
CHP 1W 3888 -0.08828163
CHP 1W 3889 -0.08828163
CHP 1W 3890 -0.08828163
CHP 1W 3891 -0.08828163
CHP 1W 3892 -0.08828163
CHP 1W 3893 -0.08828163
CHP 1W 3894 -0.08828163
CHP 1W 3895 -0.08828163
CHP 1W 3896 -0.08828163
CHP 1W 3897 -0.11871117
CHP 1W 3898 -0.11871117
CHP 1W 3899 -0.11871117
CHP 1W 3900 -0.11871117
CHP 1W 3901 -0.16467516
CHP 1W 3902 -0.16467516
CHP 1W 3903 -0.16467516
CHP 1W 3904 -0.16467516
CHP 1W 3905 -0.16467516
CHP 1W 3906 -0.16467516
CHP 1W 3907 -0.11871117
CHP 1W 3908 -0.11871117
CHP 1W 3909 -0.11871117
CHP 1W 3910 -0.08828163
CHP 1W 3911 -0.08828163
CHP 1W 3912 -0.08828163
CHP 1W 3913 -0.08828163
CHP 1W 3914 -0.08828163
CHP 1W 3915 -0.08828163
CHP 1W 3916 -0.08828163
CHP 1W 3917 -0.08828163
CHP 1W 3918 -0.08828163
CHP 1W 3919 -0.08828163
CHP 1W 3920 -0.08828163
CHP 1W 3921 -0.11871117
CHP 1W 3922 -0.11871117
CHP 1W 3923 -0.11871117
CHP 1W 3924 -0.11871117
CHP 1W 3925 -0.16467516
CHP 1W 3926 -0.16467516
CHP 1W 3927 -0.16467516
CHP 1W 3928 -0.16467516
CHP 1W 3929 -0.16467516
CHP 1W 3930 -0.16467516
CHP 1W 3931 -0.11871117
CHP 1W 3932 -0.11871117
CHP 1W 3933 -0.11871117
CHP 1W 3934 -0.08828163
CHP 1W 3935 -0.08828163
CHP 1W 3936 -0.08828163
CHP 1W 3937 -0.08828163
CHP 1W 3938 -0.08828163
CHP 1W 3939 -0.08828163
CHP 1W 3940 -0.08828163
CHP 1W 3941 -0.08828163
CHP 1W 3942 -0.08828163
CHP 1W 3943 -0.08828163
CHP 1W 3944 -0.08828163
CHP 1W 3945 -0.11871117
CHP 1W 3946 -0.11871117
CHP 1W 3947 -0.11871117
CHP 1W 3948 -0.11871117
CHP 1W 3949 -0.16467516
CHP 1W 3950 -0.16467516
CHP 1W 3951 -0.16467516
CHP 1W 3952 -0.16467516
CHP 1W 3953 -0.16467516
CHP 1W 3954 -0.16467516
CHP 1W 3955 -0.11871117
CHP 1W 3956 -0.11871117
CHP 1W 3957 -0.11871117
CHP 1W 3958 -0.08828163
CHP 1W 3959 -0.08828163
CHP 1W 3960 -0.08828163
CHP 1W 3961 -0.08828163
CHP 1W 3962 -0.08828163
CHP 1W 3963 -0.08828163
CHP 1W 3964 -0.08828163
CHP 1W 3965 -0.08828163
CHP 1W 3966 -0.08828163
CHP 1W 3967 -0.08828163
CHP 1W 3968 -0.08828163
CHP 1W 3969 -0.11871117
CHP 1W 3970 -0.11871117
CHP 1W 3971 -0.11871117
CHP 1W 3972 -0.11871117
CHP 1W 3973 -0.16467516
CHP 1W 3974 -0.16467516
CHP 1W 3975 -0.16467516
CHP 1W 3976 -0.16467516
CHP 1W 3977 -0.16467516
CHP 1W 3978 -0.16467516
CHP 1W 3979 -0.11871117
CHP 1W 3980 -0.11871117
CHP 1W 3981 -0.11871117
CHP 1W 3982 -0.08828163
CHP 1W 3983 -0.08828163
CHP 1W 3984 -0.08828163
CHP 1W 3985 -0.08828163
CHP 1W 3986 -0.08828163
CHP 1W 3987 -0.08828163
CHP 1W 3988 -0.08828163
CHP 1W 3989 -0.08828163
CHP 1W 3990 -0.08828163
CHP 1W 3991 -0.08828163
CHP 1W 3992 -0.08828163
CHP 1W 3993 -0.08828163
CHP 1W 3994 -0.08828163
CHP 1W 3995 -0.08828163
CHP 1W 3996 -0.08828163
CHP 1W 3997 -0.08828163
CHP 1W 3998 -0.08828163
CHP 1W 3999 -0.08828163
CHP 1W 4000 -0.08828163
CHP 1W 4001 -0.08828163
CHP 1W 4002 -0.08828163
CHP 1W 4003 -0.08828163
CHP 1W 4004 -0.08828163
CHP 1W 4005 -0.08828163
CHP 1W 4006 -0.08828163
CHP 1W 4007 -0.08828163
CHP 1W 4008 -0.08828163
CHP 1W 4009 -0.08828163
CHP 1W 4010 -0.08828163
CHP 1W 4011 -0.08828163
CHP 1W 4012 -0.08828163
CHP 1W 4013 -0.08828163
CHP 1W 4014 -0.08828163
CHP 1W 4015 -0.08828163
CHP 1W 4016 -0.08828163
CHP 1W 4017 -0.08828163
CHP 1W 4018 -0.08828163
CHP 1W 4019 -0.08828163
CHP 1W 4020 -0.08828163
CHP 1W 4021 -0.08828163
