param cU :=
CHP 1 7017 11.0
CHP 1 7018 11.0
CHP 1 7019 11.0
CHP 1 7020 11.0
CHP 1 7021 11.0
CHP 1 7022 11.0
CHP 1 7023 11.0
CHP 1 7024 11.0
CHP 1 7025 11.0
CHP 1 7026 11.0
CHP 1 7027 11.0
CHP 1 7028 11.0
CHP 1 7029 11.0
CHP 1 7030 11.0
CHP 1 7031 11.0
CHP 1 7032 11.0
CHP 1 7033 11.0
CHP 1 7034 11.0
CHP 1 7035 11.0
CHP 1 7036 11.0
CHP 1 7037 11.0
CHP 1 7038 11.0
CHP 1 7039 11.0
CHP 1 7040 11.0
CHP 1 7041 11.0
CHP 1 7042 11.0
CHP 1 7043 11.0
CHP 1 7044 11.0
CHP 1 7045 11.0
CHP 1 7046 11.0
CHP 1 7047 11.0
CHP 1 7048 11.0
CHP 1 7049 11.0
CHP 1 7050 11.0
CHP 1 7051 11.0
CHP 1 7052 11.0
CHP 1 7053 11.0
CHP 1 7054 11.0
CHP 1 7055 11.0
CHP 1 7056 11.0
CHP 1 7057 11.0
CHP 1 7058 11.0
CHP 1 7059 11.0
CHP 1 7060 11.0
CHP 1 7061 11.0
CHP 1 7062 11.0
CHP 1 7063 11.0
CHP 1 7064 11.0
CHP 1 7065 11.0
CHP 1 7066 11.0
CHP 1 7067 11.0
CHP 1 7068 11.0
CHP 1 7069 11.0
CHP 1 7070 11.0
CHP 1 7071 11.0
CHP 1 7072 11.0
CHP 1 7073 11.0
CHP 1 7074 11.0
CHP 1 7075 11.0
CHP 1 7076 11.0
CHP 1 7077 11.0
CHP 1 7078 11.0
CHP 1 7079 11.0
CHP 1 7080 11.0
CHP 1 7081 11.0
CHP 1 7082 11.0
CHP 1 7083 11.0
CHP 1 7084 11.0
CHP 1 7085 11.0
CHP 1 7086 11.0
CHP 1 7087 11.0
CHP 1 7088 11.0
CHP 1 7089 11.0
CHP 1 7090 11.0
CHP 1 7091 11.0
CHP 1 7092 11.0
CHP 1 7093 11.0
CHP 1 7094 11.0
CHP 1 7095 11.0
CHP 1 7096 11.0
CHP 1 7097 11.0
CHP 1 7098 11.0
CHP 1 7099 11.0
CHP 1 7100 11.0
CHP 1 7101 11.0
CHP 1 7102 11.0
CHP 1 7103 11.0
CHP 1 7104 11.0
CHP 1 7105 11.0
CHP 1 7106 11.0
CHP 1 7107 11.0
CHP 1 7108 11.0
CHP 1 7109 11.0
CHP 1 7110 11.0
CHP 1 7111 11.0
CHP 1 7112 11.0
CHP 1 7113 11.0
CHP 1 7114 11.0
CHP 1 7115 11.0
CHP 1 7116 11.0
CHP 1 7117 11.0
CHP 1 7118 11.0
CHP 1 7119 11.0
CHP 1 7120 11.0
CHP 1 7121 11.0
CHP 1 7122 11.0
CHP 1 7123 11.0
CHP 1 7124 11.0
CHP 1 7125 11.0
CHP 1 7126 11.0
CHP 1 7127 11.0
CHP 1 7128 11.0
CHP 1 7129 11.0
CHP 1 7130 11.0
CHP 1 7131 11.0
CHP 1 7132 11.0
CHP 1 7133 11.0
CHP 1 7134 11.0
CHP 1 7135 11.0
CHP 1 7136 11.0
CHP 1 7137 11.0
CHP 1 7138 11.0
CHP 1 7139 11.0
CHP 1 7140 11.0
CHP 1 7141 11.0
CHP 1 7142 11.0
CHP 1 7143 11.0
CHP 1 7144 11.0
CHP 1 7145 11.0
CHP 1 7146 11.0
CHP 1 7147 11.0
CHP 1 7148 11.0
CHP 1 7149 11.0
CHP 1 7150 11.0
CHP 1 7151 11.0
CHP 1 7152 11.0
CHP 1 7153 11.0
CHP 1 7154 11.0
CHP 1 7155 11.0
CHP 1 7156 11.0
CHP 1 7157 11.0
CHP 1 7158 11.0
CHP 1 7159 11.0
CHP 1 7160 11.0
CHP 1 7161 11.0
CHP 1 7162 11.0
CHP 1 7163 11.0
CHP 1 7164 11.0
CHP 1 7165 11.0
CHP 1 7166 11.0
CHP 1 7167 11.0
CHP 1 7168 11.0
CHP 1 7169 11.0
CHP 1 7170 11.0
CHP 1 7171 11.0
CHP 1 7172 11.0
CHP 1 7173 11.0
CHP 1 7174 11.0
CHP 1 7175 11.0
CHP 1 7176 11.0
CHP 1 7177 11.0
CHP 1 7178 11.0
CHP 1 7179 11.0
CHP 1 7180 11.0
CHP 1 7181 11.0
CHP 1 7182 11.0
CHP 1 7183 11.0
CHP 1 7184 11.0
CHP 1 7185 11.0
CHP 1 7186 11.0
CHP 1 7187 11.0
CHP 1 7188 11.0
CHP 1 7189 11.0
CHP 1 7190 11.0
CHP 1 7191 11.0
CHP 1 7192 11.0
CHP 1 7193 11.0
CHP 1 7194 11.0
CHP 1 7195 11.0
CHP 1 7196 11.0
CHP 1 7197 11.0
CHP 1 7198 11.0
CHP 1 7199 11.0
CHP 1 7200 11.0
CHP 1 7201 11.0
CHP 1 7202 11.0
CHP 1 7203 11.0
CHP 1 7204 11.0
CHP 1 7205 11.0
CHP 1 7206 11.0
CHP 1 7207 11.0
CHP 1 7208 11.0
CHP 1 7209 11.0
CHP 1 7210 11.0
CHP 1 7211 11.0
CHP 1 7212 11.0
CHP 1 7213 11.0
CHP 1 7214 11.0
CHP 1 7215 11.0
CHP 1 7216 11.0
CHP 1 7217 11.0
CHP 1 7218 11.0
CHP 1 7219 11.0
CHP 1 7220 11.0
CHP 1 7221 11.0
CHP 1 7222 11.0
CHP 1 7223 11.0
CHP 1 7224 11.0
CHP 1 7225 11.0
CHP 1 7226 11.0
CHP 1 7227 11.0
CHP 1 7228 11.0
CHP 1 7229 11.0
CHP 1 7230 11.0
CHP 1 7231 11.0
CHP 1 7232 11.0
CHP 1 7233 11.0
CHP 1 7234 11.0
CHP 1 7235 11.0
CHP 1 7236 11.0
CHP 1 7237 11.0
CHP 1 7238 11.0
CHP 1 7239 11.0
CHP 1 7240 11.0
CHP 1 7241 11.0
CHP 1 7242 11.0
CHP 1 7243 11.0
CHP 1 7244 11.0
CHP 1 7245 11.0
CHP 1 7246 11.0
CHP 1 7247 11.0
CHP 1 7248 11.0
CHP 1 7249 11.0
CHP 1 7250 11.0
CHP 1 7251 11.0
CHP 1 7252 11.0
CHP 1 7253 11.0
CHP 1 7254 11.0
CHP 1 7255 11.0
CHP 1 7256 11.0
CHP 1 7257 11.0
CHP 1 7258 11.0
CHP 1 7259 11.0
CHP 1 7260 11.0
CHP 1 7261 11.0
CHP 1 7262 11.0
CHP 1 7263 11.0
CHP 1 7264 11.0
CHP 1 7265 11.0
CHP 1 7266 11.0
CHP 1 7267 11.0
CHP 1 7268 11.0
CHP 1 7269 11.0
CHP 1 7270 11.0
CHP 1 7271 11.0
CHP 1 7272 11.0
CHP 1 7273 11.0
CHP 1 7274 11.0
CHP 1 7275 11.0
CHP 1 7276 11.0
CHP 1 7277 11.0
CHP 1 7278 11.0
CHP 1 7279 11.0
CHP 1 7280 11.0
CHP 1 7281 11.0
CHP 1 7282 11.0
CHP 1 7283 11.0
CHP 1 7284 11.0
CHP 1 7285 11.0
CHP 1 7286 11.0
CHP 1 7287 11.0
CHP 1 7288 11.0
CHP 1 7289 11.0
CHP 1 7290 11.0
CHP 1 7291 11.0
CHP 1 7292 11.0
CHP 1 7293 11.0
CHP 1 7294 11.0
CHP 1 7295 11.0
CHP 1 7296 11.0
CHP 1 7297 11.0
CHP 1 7298 11.0
CHP 1 7299 11.0
CHP 1 7300 11.0
CHP 1 7301 11.0
CHP 1 7302 11.0
CHP 1 7303 11.0
CHP 1 7304 11.0
CHP 1 7305 11.0
CHP 1 7306 11.0
CHP 1 7307 11.0
CHP 1 7308 11.0
CHP 1 7309 11.0
CHP 1 7310 11.0
CHP 1 7311 11.0
CHP 1 7312 11.0
CHP 1 7313 11.0
CHP 1 7314 11.0
CHP 1 7315 11.0
CHP 1 7316 11.0
CHP 1 7317 11.0
CHP 1 7318 11.0
CHP 1 7319 11.0
CHP 1 7320 11.0
CHP 1 7321 11.0
CHP 1 7322 11.0
CHP 1 7323 11.0
CHP 1 7324 11.0
CHP 1 7325 11.0
CHP 1 7326 11.0
CHP 1 7327 11.0
CHP 1 7328 11.0
CHP 1 7329 11.0
CHP 1 7330 11.0
CHP 1 7331 11.0
CHP 1 7332 11.0
CHP 1 7333 11.0
CHP 1 7334 11.0
CHP 1 7335 11.0
CHP 1 7336 11.0
CHP 1 7337 11.0
CHP 1 7338 11.0
CHP 1 7339 11.0
CHP 1 7340 11.0
CHP 1 7341 11.0
CHP 1 7342 11.0
CHP 1 7343 11.0
CHP 1 7344 11.0
CHP 1 7345 11.0
CHP 1 7346 11.0
CHP 1 7347 11.0
CHP 1 7348 11.0
CHP 1 7349 11.0
CHP 1 7350 11.0
CHP 1 7351 11.0
CHP 1 7352 11.0
CHP 1 7353 11.0
CHP 1 7354 11.0
CHP 1 7355 11.0
CHP 1 7356 11.0
CHP 1 7357 11.0
CHP 1 7358 11.0
CHP 1 7359 11.0
CHP 1 7360 11.0
CHP 1 7361 11.0
CHP 1 7362 11.0
CHP 1 7363 11.0
CHP 1 7364 11.0
CHP 1 7365 11.0
CHP 1 7366 11.0
CHP 1 7367 11.0
CHP 1 7368 11.0
CHP 1 7369 11.0
CHP 1 7370 11.0
CHP 1 7371 11.0
CHP 1 7372 11.0
CHP 1 7373 11.0
CHP 1 7374 11.0
CHP 1 7375 11.0
CHP 1 7376 11.0
CHP 1 7377 11.0
CHP 1 7378 11.0
CHP 1 7379 11.0
CHP 1 7380 11.0
CHP 1 7381 11.0
CHP 1 7382 11.0
CHP 1 7383 11.0
CHP 1 7384 11.0
CHP 1 7385 11.0
CHP 1 7386 11.0
CHP 1 7387 11.0
CHP 1 7388 11.0
CHP 1 7389 11.0
CHP 1 7390 11.0
CHP 1 7391 11.0
CHP 1 7392 11.0
CHP 1 7393 11.0
CHP 1 7394 11.0
CHP 1 7395 11.0
CHP 1 7396 11.0
CHP 1 7397 11.0
CHP 1 7398 11.0
CHP 1 7399 11.0
CHP 1 7400 11.0
CHP 1 7401 11.0
CHP 1 7402 11.0
CHP 1 7403 11.0
CHP 1 7404 11.0
CHP 1 7405 11.0
CHP 1 7406 11.0
CHP 1 7407 11.0
CHP 1 7408 11.0
CHP 1 7409 11.0
CHP 1 7410 11.0
CHP 1 7411 11.0
CHP 1 7412 11.0
CHP 1 7413 11.0
CHP 1 7414 11.0
CHP 1 7415 11.0
CHP 1 7416 11.0
CHP 1 7417 11.0
CHP 1 7418 11.0
CHP 1 7419 11.0
CHP 1 7420 11.0
CHP 1 7421 11.0
CHP 1 7422 11.0
CHP 1 7423 11.0
CHP 1 7424 11.0
CHP 1 7425 11.0
CHP 1 7426 11.0
CHP 1 7427 11.0
CHP 1 7428 11.0
CHP 1 7429 11.0
CHP 1 7430 11.0
CHP 1 7431 11.0
CHP 1 7432 11.0
CHP 1 7433 11.0
CHP 1 7434 11.0
CHP 1 7435 11.0
CHP 1 7436 11.0
CHP 1 7437 11.0
CHP 1 7438 11.0
CHP 1 7439 11.0
CHP 1 7440 11.0
CHP 1 7441 11.0
CHP 1 7442 11.0
CHP 1 7443 11.0
CHP 1 7444 11.0
CHP 1 7445 11.0
CHP 1 7446 11.0
CHP 1 7447 11.0
CHP 1 7448 11.0
CHP 1 7449 11.0
CHP 1 7450 11.0
CHP 1 7451 11.0
CHP 1 7452 11.0
CHP 1 7453 11.0
CHP 1 7454 11.0
CHP 1 7455 11.0
CHP 1 7456 11.0
CHP 1 7457 11.0
CHP 1 7458 11.0
CHP 1 7459 11.0
CHP 1 7460 11.0
CHP 1 7461 11.0
CHP 1 7462 11.0
CHP 1 7463 11.0
CHP 1 7464 11.0
CHP 1 7465 11.0
CHP 1 7466 11.0
CHP 1 7467 11.0
CHP 1 7468 11.0
CHP 1 7469 11.0
CHP 1 7470 11.0
CHP 1 7471 11.0
CHP 1 7472 11.0
CHP 1 7473 11.0
CHP 1 7474 11.0
CHP 1 7475 11.0
CHP 1 7476 11.0
CHP 1 7477 11.0
CHP 1 7478 11.0
CHP 1 7479 11.0
CHP 1 7480 11.0
CHP 1 7481 11.0
CHP 1 7482 11.0
CHP 1 7483 11.0
CHP 1 7484 11.0
CHP 1 7485 11.0
CHP 1 7486 11.0
CHP 1 7487 11.0
CHP 1 7488 11.0
CHP 1 7489 11.0
CHP 1 7490 11.0
CHP 1 7491 11.0
CHP 1 7492 11.0
CHP 1 7493 11.0
CHP 1 7494 11.0
CHP 1 7495 11.0
CHP 1 7496 11.0
CHP 1 7497 11.0
CHP 1 7498 11.0
CHP 1 7499 11.0
CHP 1 7500 11.0
CHP 1 7501 11.0
CHP 1 7502 11.0
CHP 1 7503 11.0
CHP 1 7504 11.0
CHP 1 7505 11.0
CHP 1 7506 11.0
CHP 1 7507 11.0
CHP 1 7508 11.0
CHP 1 7509 11.0
CHP 1 7510 11.0
CHP 1 7511 11.0
CHP 1 7512 11.0
CHP 1 7513 11.0
CHP 1 7514 11.0
CHP 1 7515 11.0
CHP 1 7516 11.0
CHP 1 7517 11.0
CHP 1 7518 11.0
CHP 1 7519 11.0
CHP 1 7520 11.0
CHP 1 7521 11.0
CHP 1 7522 11.0
CHP 1 7523 11.0
CHP 1 7524 11.0
CHP 1 7525 11.0
CHP 1 7526 11.0
CHP 1 7527 11.0
CHP 1 7528 11.0
CHP 1 7529 11.0
CHP 1 7530 11.0
CHP 1 7531 11.0
CHP 1 7532 11.0
CHP 1 7533 11.0
CHP 1 7534 11.0
CHP 1 7535 11.0
CHP 1 7536 11.0
CHP 1 7537 11.0
CHP 1 7538 11.0
CHP 1 7539 11.0
CHP 1 7540 11.0
CHP 1 7541 11.0
CHP 1 7542 11.0
CHP 1 7543 11.0
CHP 1 7544 11.0
CHP 1 7545 11.0
CHP 1 7546 11.0
CHP 1 7547 11.0
CHP 1 7548 11.0
CHP 1 7549 11.0
CHP 1 7550 11.0
CHP 1 7551 11.0
CHP 1 7552 11.0
CHP 1 7553 11.0
CHP 1 7554 11.0
CHP 1 7555 11.0
CHP 1 7556 11.0
CHP 1 7557 11.0
CHP 1 7558 11.0
CHP 1 7559 11.0
CHP 1 7560 11.0
CHP 1 7561 11.0
CHP 1 7562 11.0
CHP 1 7563 11.0
CHP 1 7564 11.0
CHP 1 7565 11.0
CHP 1 7566 11.0
CHP 1 7567 11.0
CHP 1 7568 11.0
CHP 1 7569 11.0
CHP 1 7570 11.0
CHP 1 7571 11.0
CHP 1 7572 11.0
CHP 1 7573 11.0
CHP 1 7574 11.0
CHP 1 7575 11.0
CHP 1 7576 11.0
CHP 1 7577 11.0
CHP 1 7578 11.0
CHP 1 7579 11.0
CHP 1 7580 11.0
CHP 1 7581 11.0
CHP 1 7582 11.0
CHP 1 7583 11.0
CHP 1 7584 11.0
CHP 1 7585 11.0
CHP 1 7586 11.0
CHP 1 7587 11.0
CHP 1 7588 11.0
CHP 1 7589 11.0
CHP 1 7590 11.0
CHP 1 7591 11.0
CHP 1 7592 11.0
CHP 1 7593 11.0
CHP 1 7594 11.0
CHP 1 7595 11.0
CHP 1 7596 11.0
CHP 1 7597 11.0
CHP 1 7598 11.0
CHP 1 7599 11.0
CHP 1 7600 11.0
CHP 1 7601 11.0
CHP 1 7602 11.0
CHP 1 7603 11.0
CHP 1 7604 11.0
CHP 1 7605 11.0
CHP 1 7606 11.0
CHP 1 7607 11.0
CHP 1 7608 11.0
CHP 1 7609 11.0
CHP 1 7610 11.0
CHP 1 7611 11.0
CHP 1 7612 11.0
CHP 1 7613 11.0
CHP 1 7614 11.0
CHP 1 7615 11.0
CHP 1 7616 11.0
CHP 1 7617 11.0
CHP 1 7618 11.0
CHP 1 7619 11.0
CHP 1 7620 11.0
CHP 1 7621 11.0
CHP 1 7622 11.0
CHP 1 7623 11.0
CHP 1 7624 11.0
CHP 1 7625 11.0
CHP 1 7626 11.0
CHP 1 7627 11.0
CHP 1 7628 11.0
CHP 1 7629 11.0
CHP 1 7630 11.0
CHP 1 7631 11.0
CHP 1 7632 11.0
CHP 1 7633 11.0
CHP 1 7634 11.0
CHP 1 7635 11.0
CHP 1 7636 11.0
CHP 1 7637 11.0
CHP 1 7638 11.0
CHP 1 7639 11.0
CHP 1 7640 11.0
CHP 1 7641 11.0
CHP 1 7642 11.0
CHP 1 7643 11.0
CHP 1 7644 11.0
CHP 1 7645 11.0
CHP 1 7646 11.0
CHP 1 7647 11.0
CHP 1 7648 11.0
CHP 1 7649 11.0
CHP 1 7650 11.0
CHP 1 7651 11.0
CHP 1 7652 11.0
CHP 1 7653 11.0
CHP 1 7654 11.0
CHP 1 7655 11.0
CHP 1 7656 11.0
CHP 1 7657 11.0
CHP 1 7658 11.0
CHP 1 7659 11.0
CHP 1 7660 11.0
CHP 1 7661 11.0
CHP 1 7662 11.0
CHP 1 7663 11.0
CHP 1 7664 11.0
CHP 1 7665 11.0
CHP 1 7666 11.0
CHP 1 7667 11.0
CHP 1 7668 11.0
CHP 1 7669 11.0
CHP 1 7670 11.0
CHP 1 7671 11.0
CHP 1 7672 11.0
CHP 1 7673 11.0
CHP 1 7674 11.0
CHP 1 7675 11.0
CHP 1 7676 11.0
CHP 1 7677 11.0
CHP 1 7678 11.0
CHP 1 7679 11.0
CHP 1 7680 11.0
CHP 1 7681 11.0
CHP 1 7682 11.0
CHP 1 7683 11.0
CHP 1 7684 11.0
CHP 1 7685 11.0
CHP 1 7686 11.0
CHP 1 7687 11.0
CHP 1 7688 11.0
CHP 1 7689 11.0
CHP 1 7690 11.0
CHP 1 7691 11.0
CHP 1 7692 11.0
CHP 1 7693 11.0
CHP 1 7694 11.0
CHP 1 7695 11.0
CHP 1 7696 11.0
CHP 1 7697 11.0
CHP 1 7698 11.0
CHP 1 7699 11.0
CHP 1 7700 11.0
CHP 1 7701 11.0
CHP 1 7702 11.0
CHP 1 7703 11.0
CHP 1 7704 11.0
CHP 1 7705 11.0
CHP 1 7706 11.0
CHP 1 7707 11.0
CHP 1 7708 11.0
CHP 1 7709 11.0
CHP 1 7710 11.0
CHP 1 7711 11.0
CHP 1 7712 11.0
CHP 1 7713 11.0
CHP 1 7714 11.0
CHP 1 7715 11.0
CHP 1 7716 11.0
CHP 1 7717 11.0
CHP 1 7718 11.0
CHP 1 7719 11.0
CHP 1 7720 11.0
CHP 1 7721 11.0
CHP 1 7722 11.0
CHP 1 7723 11.0
CHP 1 7724 11.0
CHP 1 7725 11.0
CHP 1 7726 11.0
CHP 1 7727 11.0
CHP 1 7728 11.0
CHP 1 7729 11.0
CHP 1 7730 11.0
CHP 1 7731 11.0
CHP 1 7732 11.0
CHP 1 7733 11.0
CHP 1 7734 11.0
CHP 1 7735 11.0
CHP 1 7736 11.0
CHP 1 7737 11.0
CHP 1 7738 11.0
CHP 1 7739 11.0
CHP 1 7740 11.0
CHP 1 7741 11.0
CHP 1 7742 11.0
CHP 1 7743 11.0
CHP 1 7744 11.0
CHP 1 7745 11.0
CHP 1 7746 11.0
CHP 1 7747 11.0
CHP 1 7748 11.0
CHP 1 7749 11.0
CHP 1 7750 11.0
CHP 1 7751 11.0
CHP 1 7752 11.0
CHP 1 7753 11.0
CHP 1 7754 11.0
CHP 1 7755 11.0
CHP 1 7756 11.0
CHP 1 7757 11.0
CHP 1 7758 11.0
CHP 1 7759 11.0
CHP 1 7760 11.0
CHP 1 7761 11.0
CHP 1 7762 11.0
CHP 1 7763 11.0
CHP 1 7764 11.0
CHP 1 7765 11.0
CHP 1 7766 11.0
CHP 1 7767 11.0
CHP 1 7768 11.0
CHP 1 7769 11.0
CHP 1 7770 11.0
CHP 1 7771 11.0
CHP 1 7772 11.0
CHP 1 7773 11.0
CHP 1 7774 11.0
CHP 1 7775 11.0
CHP 1 7776 11.0
CHP 1 7777 11.0
CHP 1 7778 11.0
CHP 1 7779 11.0
CHP 1 7780 11.0
CHP 1 7781 11.0
CHP 1 7782 11.0
CHP 1 7783 11.0
CHP 1 7784 11.0
CHP 1 7785 11.0
CHP 1 7786 11.0
CHP 1 7787 11.0
CHP 1 7788 11.0
CHP 1 7789 11.0
CHP 1 7790 11.0
CHP 1 7791 11.0
CHP 1 7792 11.0
CHP 1 7793 11.0
CHP 1 7794 11.0
CHP 1 7795 11.0
CHP 1 7796 11.0
CHP 1 7797 11.0
CHP 1 7798 11.0
CHP 1 7799 11.0
CHP 1 7800 11.0
CHP 1 7801 11.0
CHP 1 7802 11.0
CHP 1 7803 11.0
CHP 1 7804 11.0
CHP 1 7805 11.0
CHP 1 7806 11.0
CHP 1 7807 11.0
CHP 1 7808 11.0
CHP 1 7809 11.0
CHP 1 7810 11.0
CHP 1 7811 11.0
CHP 1 7812 11.0
CHP 1 7813 11.0
CHP 1 7814 11.0
CHP 1 7815 11.0
CHP 1 7816 11.0
CHP 1 7817 11.0
CHP 1 7818 11.0
CHP 1 7819 11.0
CHP 1 7820 11.0
CHP 1 7821 11.0
CHP 1 7822 11.0
CHP 1 7823 11.0
CHP 1 7824 11.0
CHP 1 7825 11.0
CHP 1 7826 11.0
CHP 1 7827 11.0
CHP 1 7828 11.0
CHP 1 7829 11.0
CHP 1 7830 11.0
CHP 1 7831 11.0
CHP 1 7832 11.0
CHP 1 7833 11.0
CHP 1 7834 11.0
CHP 1 7835 11.0
CHP 1 7836 11.0
CHP 1 7837 11.0
CHP 1 7838 11.0
CHP 1 7839 11.0
CHP 1 7840 11.0
CHP 1 7841 11.0
CHP 1 7842 11.0
CHP 1 7843 11.0
CHP 1 7844 11.0
CHP 1 7845 11.0
CHP 1 7846 11.0
CHP 1 7847 11.0
CHP 1 7848 11.0
CHP 1 7849 11.0
CHP 1 7850 11.0
CHP 1 7851 11.0
CHP 1 7852 11.0
CHP 1 7853 11.0
CHP 1 7854 11.0
CHP 1 7855 11.0
CHP 1 7856 11.0
CHP 1 7857 11.0
CHP 1 7858 11.0
CHP 1 7859 11.0
CHP 1 7860 11.0
CHP 1 7861 11.0
CHP 1 7862 11.0
CHP 1 7863 11.0
CHP 1 7864 11.0
CHP 1 7865 11.0
CHP 1 7866 11.0
CHP 1 7867 11.0
CHP 1 7868 11.0
CHP 1 7869 11.0
CHP 1 7870 11.0
CHP 1 7871 11.0
CHP 1 7872 11.0
CHP 1 7873 11.0
CHP 1 7874 11.0
CHP 1 7875 11.0
CHP 1 7876 11.0
CHP 1 7877 11.0
CHP 1 7878 11.0
CHP 1 7879 11.0
CHP 1 7880 11.0
CHP 1 7881 11.0
CHP 1 7882 11.0
CHP 1 7883 11.0
CHP 1 7884 11.0
CHP 1 7885 11.0
CHP 1 7886 11.0
CHP 1 7887 11.0
CHP 1 7888 11.0
CHP 1 7889 11.0
CHP 1 7890 11.0
CHP 1 7891 11.0
CHP 1 7892 11.0
CHP 1 7893 11.0
CHP 1 7894 11.0
CHP 1 7895 11.0
CHP 1 7896 11.0
CHP 1 7897 11.0
CHP 1 7898 11.0
CHP 1 7899 11.0
CHP 1 7900 11.0
CHP 1 7901 11.0
CHP 1 7902 11.0
CHP 1 7903 11.0
CHP 1 7904 11.0
CHP 1 7905 11.0
CHP 1 7906 11.0
CHP 1 7907 11.0
CHP 1 7908 11.0
CHP 1 7909 11.0
CHP 1 7910 11.0
CHP 1 7911 11.0
CHP 1 7912 11.0
CHP 1 7913 11.0
CHP 1 7914 11.0
CHP 1 7915 11.0
CHP 1 7916 11.0
CHP 1 7917 11.0
CHP 1 7918 11.0
CHP 1 7919 11.0
CHP 1 7920 11.0
CHP 1 7921 11.0
CHP 1 7922 11.0
CHP 1 7923 11.0
CHP 1 7924 11.0
CHP 1 7925 11.0
CHP 1 7926 11.0
CHP 1 7927 11.0
CHP 1 7928 11.0
CHP 1 7929 11.0
CHP 1 7930 11.0
CHP 1 7931 11.0
CHP 1 7932 11.0
CHP 1 7933 11.0
CHP 1 7934 11.0
CHP 1 7935 11.0
CHP 1 7936 11.0
CHP 1 7937 11.0
CHP 1 7938 11.0
CHP 1 7939 11.0
CHP 1 7940 11.0
CHP 1 7941 11.0
CHP 1 7942 11.0
CHP 1 7943 11.0
CHP 1 7944 11.0
CHP 1 7945 11.0
CHP 1 7946 11.0
CHP 1 7947 11.0
CHP 1 7948 11.0
CHP 1 7949 11.0
CHP 1 7950 11.0
CHP 1 7951 11.0
CHP 1 7952 11.0
CHP 1 7953 11.0
CHP 1 7954 11.0
CHP 1 7955 11.0
CHP 1 7956 11.0
CHP 1 7957 11.0
CHP 1 7958 11.0
CHP 1 7959 11.0
CHP 1 7960 11.0
CHP 1 7961 11.0
CHP 1 7962 11.0
CHP 1 7963 11.0
CHP 1 7964 11.0
CHP 1 7965 11.0
CHP 1 7966 11.0
CHP 1 7967 11.0
CHP 1 7968 11.0
CHP 1 7969 11.0
CHP 1 7970 11.0
CHP 1 7971 11.0
CHP 1 7972 11.0
CHP 1 7973 11.0
CHP 1 7974 11.0
CHP 1 7975 11.0
CHP 1 7976 11.0
CHP 1 7977 11.0
CHP 1 7978 11.0
CHP 1 7979 11.0
CHP 1 7980 11.0
CHP 1 7981 11.0
CHP 1 7982 11.0
CHP 1 7983 11.0
CHP 1 7984 11.0
CHP 1 7985 11.0
CHP 1 7986 11.0
CHP 1 7987 11.0
CHP 1 7988 11.0
CHP 1 7989 11.0
CHP 1 7990 11.0
CHP 1 7991 11.0
CHP 1 7992 11.0
CHP 1 7993 11.0
CHP 1 7994 11.0
CHP 1 7995 11.0
CHP 1 7996 11.0
CHP 1 7997 11.0
CHP 1 7998 11.0
CHP 1 7999 11.0
CHP 1 8000 11.0
CHP 1 8001 11.0
CHP 1 8002 11.0
CHP 1 8003 11.0
CHP 1 8004 11.0
CHP 1 8005 11.0
CHP 1 8006 11.0
CHP 1 8007 11.0
CHP 1 8008 11.0
CHP 1 8009 11.0
CHP 1 8010 11.0
CHP 1 8011 11.0
CHP 1 8012 11.0
CHP 1 8013 11.0
CHP 1 8014 11.0
CHP 1 8015 11.0
CHP 1 8016 11.0
CHP 1 8017 11.0
CHP 1 8018 11.0
CHP 1 8019 11.0
CHP 1 8020 11.0
CHP 1 8021 11.0
CHP 1 8022 11.0
CHP 1 8023 11.0
CHP 1 8024 11.0
CHP 1 8025 11.0
CHP 1 8026 11.0
CHP 1 8027 11.0
CHP 1 8028 11.0
CHP 1 8029 11.0
CHP 1 8030 11.0
CHP 1 8031 11.0
CHP 1 8032 11.0
CHP 1 8033 11.0
CHP 1 8034 11.0
CHP 1 8035 11.0
CHP 1 8036 11.0
CHP 1 8037 11.0
CHP 1 8038 11.0
CHP 1 8039 11.0
CHP 1 8040 11.0
CHP 1 8041 11.0
CHP 1 8042 11.0
CHP 1 8043 11.0
CHP 1 8044 11.0
CHP 1 8045 11.0
CHP 1 8046 11.0
CHP 1 8047 11.0
CHP 1 8048 11.0
CHP 1 8049 11.0
CHP 1 8050 11.0
CHP 1 8051 11.0
CHP 1 8052 11.0
CHP 1 8053 11.0
CHP 1 8054 11.0
CHP 1 8055 11.0
CHP 1 8056 11.0
CHP 1 8057 11.0
CHP 1 8058 11.0
CHP 1 8059 11.0
CHP 1 8060 11.0
CHP 1 8061 11.0
CHP 1 8062 11.0
CHP 1 8063 11.0
CHP 1 8064 11.0
CHP 1 8065 11.0
CHP 1 8066 11.0
CHP 1 8067 11.0
CHP 1 8068 11.0
CHP 1 8069 11.0
CHP 1 8070 11.0
CHP 1 8071 11.0
CHP 1 8072 11.0
CHP 1 8073 11.0
CHP 1 8074 11.0
CHP 1 8075 11.0
CHP 1 8076 11.0
CHP 1 8077 11.0
CHP 1 8078 11.0
CHP 1 8079 11.0
CHP 1 8080 11.0
CHP 1 8081 11.0
CHP 1 8082 11.0
CHP 1 8083 11.0
CHP 1 8084 11.0
CHP 1 8085 11.0
CHP 1 8086 11.0
CHP 1 8087 11.0
CHP 1 8088 11.0
CHP 1 8089 11.0
CHP 1 8090 11.0
CHP 1 8091 11.0
CHP 1 8092 11.0
